Puzzle,Solution,Solution Count,
..4....31.7....5.......26..3...76.1...85...764..1.............8..1.473.2.....1.6.,824765931679318524135492687352876419918534276467129853796253148581647392243981765,1,
..47.1....19836..42..94..7.132.....79......41.......9........6...8......4...97.3.,564721983719836524283945176132469857976582341845173692397218465628354719451697238,1,
..4..9....7.236.....9.8...7.9...7.........756..6....98.28.....4.3..25........3...,284719563175236849369584127893657412412398756756142398528971634637425981941863275,1,
...4.........8739..1...5...1..5...8...3.....7..8...9213....8....49..1.58......4..,937426815526187394814935762172594683693812547458673921365248179749361258281759436,1,
..7......1.3....96.6....1..4..6.....23..89......412..87....46.9..6.3.2...84......,827961543143725896965348172458673921231589467679412358712854639596137284384296715,1,
.....2...9.....4681..............956..7.6.........4.7..72..6..5..52...49....8...1,768942513923751468154638297341827956287569134596314872472196385815273649639485721,1,
12.....96.96....75..8.3..2...5.....1...5.....91..6.....6..52.89.7.1.3.......96...,123475896496218375758639124235987641684521937917364258361752489879143562542896713,1,
.2...59.4.5.......9.1..2...8...........7.8.9..3..4.......1.......7.2...31.8.79.4.,723615984456987231981432657875293416214768395639541728342156879597824163168379542,1,
4....3..523........7.......82........5..1...4..172...8...8..3.9793.5.8.11...4....,418263975235197486679485213824536197357918624961724538542871369793652841186349752,1,
..85..47..2.1...3.4......9..597....3....2...4.....8.5.....3.1.....9.782.........7,138569472925174638467283591659741283783625914214398756572836149346917825891452367,1,
1....7..9...5.2.......968.79..21....2..7..6...1...9..8...9.1....9.4...5.....5...4,162847539879532416345196827986214375234785691517369248458921763693478152721653984,1,
..1..4.9...9.1...275.....3..165.3...2.......5...2..6.7.67..1....9...712..........,621734598349815762758692431816573249274169385935248617467921853593487126182356974,1,
5..2...6.3......8......8.9...2..........8..7.981.6....2.5.7......389.2...965.17..,518239467329746185467158392732915648654382971981467523245673819173894256896521734,1,
.78.629..2..1.....3.69...2.........9...3.6.....3.2.18....73........15..27...9...5,178562943295143768346987521427851639981376254653429187512734896839615472764298315,1,
...243...4839.5.....6......8...9......4.3...16....835....4.9...2......1...8.1.5..,179243685483965127526781439831594276754632891692178354315429768247856913968317542,1,
.......9..5..473.2..6..3.8.7...9......92............53....5.8..58.....6...23....4,341528697958647312276913485735894126619235748824761953467152839583479261192386574,1,
.........7....8.4.......26....62.49.6......75..49.5..8..75.......516.98...24.....,243756819796218543851394267578623491629841375314975628967582134435167982182439756,1,
.2..5....9...6...3.5..........247.5.........6..7...3...12..5..94.56..71..3..94...,123459687974861523856372194369247851241538976587916342612785439495623718738194265,1,
....9...7.2....4..5....2...9..4..7........62.....675341...7.....6..4.1....46....3,683594217721386495549712368936425781475138629812967534158273946367849152294651873,1,
.....7.2.178.....9.2..6........34...39....7.2.8.2...3.2.6...8.384.....6..1......7,635987124178423659429165378762834915394516782581279436256741893847392561913658247,1,
6.2.9.5..3.85....6.5..3....7...2.1.3.9...57...619...5...9...37...........8.......,612894537378512946954736281745628193893145762261973854529461378437289615186357429,1,
.3....9.........1...1..974.7.2.9143...54.3...49..76..2..7..4.6.2.....579.........,638147925974235816521689743762591438815423697493876152387954261246318579159762384,1,
....3...6.....5.9..26...8..56.34.9..9.2..7.4..3.......87.56.......8....9...4.37..,795238416348615297126794835567342981982157643431986572873569124254871369619423758,1,
...1....4....9..6..4.2.69.....67.4......1....8..4...52......82.16......5.9...8..1,639157284281394567547286913315672498924815376876439152453761829168923745792548631,1,
5....41.2..16.7...63.......9.3.......7..2.....4..35.7..94.7..1.2...4.......1.2...,587394162421657389639218745953761824876429531142835976394576218218943657765182493,1,
..42...6191..54..7.2.................4.3.6.7.......1...5..49.2.3...7.5......3.6..,574293861916854237823761459685917342241386975739425186158649723362178594497532618,1,
28..5.3.1..9..3..55...6..9......8.4..3..9.2.....4318....29..1.8.......2.........6,284759361679123485513864792195278643438695217726431859352946178961387524847512936,1,
.2....3...3..5.2.9.......15.75.2....1......4.....9...8...9.1..4.97.........83...7,524719386831654279769382415975428163183567942246193758358971624697245831412836597,1,
5.3......6....9......83....9...1.4.54..2.3.8..56..............9.6.9.28.41.....632,593147268681529347724836591932618475417253986856794123248361759365972814179485632,1,
3....7...7.2.8.9.3........2.816.....6......9....3....1..9135..7.2.....8..7.....69,398247516712586943456913872981652734635471298247398651869135427124769385573824169,1,
..43.........9....8....4253.....6..2..2...6.54...3.8...254....9..32...6....8..7..,514328976237695418896174253958746132372981645461532897125467389783219564649853721,1,
.1.627...4.8.......2.....3......48...721.9.4.....78..6.4..8.3...81......2.9...6..,913627485458913762627845931165234897872169543394578126546782319781396254239451678,1,
.25...81.1...3..74..........5...19.8....23....4..8..2..827.5......219....7.......,425697813196832574837154692253471968618923457749586321982745136364219785571368249,1,
...6...9....4.......5..91.76....4572.2..7..4.9.......8...7.14.9...596.8......86..,381657294769412853245839167613984572528173946974265318856721439432596781197348625,1,
..9..........65.....3.....76957.2..1.37...2..2...96....7..51.96..4..9..5...2...14,529147638718365942463928157695732481837514269241896573372451896184679325956283714,1,
3..........9...64..84.9....6.8....9..2....8...5......12..6...13..5..4..2...3.5..4,362478159719532648584196237678241395421953876953867421247689513835714962196325784,1,
.5.4.....2.4.39.7..3.....6......7.9..8..6......7...35..23.7..4.59......8....8...5,759416283264839571138752964315247896982365417647198352823571649591624738476983125,1,
......8......2....1......672.38...1.6.8..5.92...3....58...16.5..7.......9.1.8...6,467951823385627941192438567253869714648175392719342685834716259576294138921583476,1,
...1.5.7........4....9..........6.19.9..8.5.7.52..1....29.5...4..6..4...4.1.....8,948125376217863945365947821874536219193482567652791483729658134586314792431279658,1,
.7..2...15.....4.9...7....2.9.6.7..4..4...6.8.6..581..4.91.....8....6............,976524381582361479341789562198637254754912638263458197439175826815296743627843915,1,
.3.9.1..6.7.....1.......9..18..97.5.5.26.8....6..12.........768.....6.3.7...3.2..,438971526679285413251463987184397652592648371367512894923154768845726139716839245,1,
1.....6...7...4.........7..85..37...2...51....3.6....1.6..7.2.8...4.3....83..6.7.,195728643378564912624319785851937426246851397937642851469175238712483569583296174,1,
......5..........7...9.7821....2....8.35.917..768.3..95.....29.9..2..7..........3,719482536382651947654937821195724368843569172276813459561378294938246715427195683,1,
.2........4...7..5..5.....9....5..28.7832..1..3.9.1.54..1..5...2.7..9..1.93......,126593847349817265785642139914756328578324916632981754861275493257439681493168572,1,
...........2.34....7.9..8..2387......9......31.....2...1..9.58.8..31.4.77..58.9..,465278319982134675371965824238749156596821743147653298613497582859312467724586931,1,
2....6.13.....972......4...7.25.......3....4..61.3...54.7.6.....9..1.3..1....59..,259876413814359726376124598742581639583692147961437285427963851695218374138745962,1,
..8.6.53.2...3..9.9..8...1.......18......8.......7.9.6..2.15...15....2.789..27...,418769532265134798937852614679243185521698473384571926742315869153986247896427351,1,
..9.84.6..........5.7.......2......44....58......2...57..29......87.32...3..4.9.6,219384567643957182587612493325879614476135829891426735764291358958763241132548976,1,
.1.46.5....4.3..1.....17.3......1.26..1....5.74...2..9.92......3.........65.9...3,213468597874539612659217438538941726921786354746352189492173865387625941165894273,1,
71....6..8.3..5.1.2...8..34.6.34....1...7.....3.....7.3..2...........7..5.216...3,719423685843695217256781934967348521128576349435912876374259168691834752582167493,1,
7..4.......316.........5...1.5..7..44..61.3.......39........15..527..4.39....4..7,721438596583169742649275831135987624498612375267543918374826159852791463916354287,1,
45.29....3....765.61.5...24..9...24.......7.........6....41....2.....5.3.7.9.....,458296137392147658617583924739861245126354789584729361963415872241678593875932416,1,
....64.8.....98.175..7.1..97.5.........1.2....1.......98..264....2.4....6.78...2.,179564382436298517528731649765483291894152736213679854981326475352947168647815923,1,
...3...4...4..2..8.8...1.2.1.5.......2..385...4......6....9....49.....83..24..1.9,257389641914562378683741925165924837729638514348157296571893462496215783832476159,1,
.5.73..9..8.1.2............17.58.........3.1.2....9.86.19.....8.2.......3...97...,452738691983162547761945823174586239698273415235419786519624378827351964346897152,1,
8......17.4..6..........69.......2..25..9...6...74...8....5492.........1.96..7.4.,863429517947165382512873694174586239258391476639742158781654923425938761396217845,1,
.7..94..11....3.95.....7..8...8..3..85..21.......39....8......431......79.4......,278594631146283795539167248492875316853621479761439582687312954315946827924758163,1,
.67.92....237..4..4..........4......75.6..2..........6.....6..2.795..6.1...937.4.,567492318123758469498361527684279153751683294932145786345816972879524631216937845,1,
..8.........36....3......8.63.....71..7..6..8..2.79.3.7..5..91...6.97..3.9...28..,278951364941368752365724189639845271157236498482179635724583916816497523593612847,1,
.....67.........93.......8.45..2.9...38....4..7.5.......7.856..9.3.67.5..8...32.9,895436712762851493314792586451328967238679145679514328127985634943267851586143279,1,
7.1...9....5.....7.8..52.......8..........3...7...12.454..1......9..4.....82.3...,731846925265139487984752163492385716156427398873691254547918632329564871618273549,1,
9.8......51......2......7.......5.4...4.76.8..2...9.618..2......61..79....7..8.1.,978652134516743892342891756689125347154376289723489561895214673461537928237968415,1,
..4.7.9.59...1.....78..43...35...41.71...............9.5.6........1.5.6.8........,164273985923518746578964321635729418719846532482351679351687294247195863896432157,1,
3...7..41........3....8..522....6.8..6..27..5..8......1.5..2.7.7...316.4.........,356279841827415963914683752291356487463827195578194236145962378789531624632748519,1,
..2.4.....7..8...28....76...6.15....184..2......7......5.....1..2..6.7..4.9....6.,592346871671589432843217659967158324184632597235794186756423918328961745419875263,1,
4........8.7..59....2.4.85151.6.9.7.................9..74...5......72...69.5.84..,451896732837125946962347851518639274749251683326784195274963518185472369693518427,1,
....3.......4.26...2..78...6.21..9.......7.1.3.4.......4..2.7....13......69.1.3..,957631842138452679426978135672143958895267413314589267543826791781394526269715384,1,
.....6...2..1.......1...5..42..93.8.6..4.....1.....93..6...9...5.....6.284.5....3,954876321286135479731924568425793186693418257178652934367249815519387642842561793,1,
..83.27.....76.48...6..925........7.8...5.69..67......543..6.....9......2...4....,458312769392765481716489253125693874834157692967824315543976128689231547271548936,1,
.39..81...4.57.8...8.4.9....5.3.......6.......9....5.3..41.79.55..9...3......4.71,739628154142573896685419327457391682316285749298746513824137965571962438963854271,1,
....8.......2.136....6.....4.68...357..5....8.1...2..4....6....54.....8..7.3..1..,267983451984251367351674829426819735739546218815732694192468573543127986678395142,1,
.....2.7..5.....89..........8.4.7.5....62..3...9.5...25..38.6...4.....237.3.45...,318592476654713289927864315286437951175629834439158762592381647841976523763245198,1,
.9....2..8....3..52..6...84...81.6.2...235....5........8.4.......9.68...1.3.9....,795184263864923715231657984347819652618235497952746138586471329429368571173592846,1,
5.........1..........1246.....51..2....93..6..9...7....4....97.6.......57...621.4,562793841413685792987124653874516329125938467396247518248351976631479285759862134,1,
.71...8..9.2..413...61....2.8...9.7.4.....91....36.......94.........8.....8.73...,371296854952784136846135792283419675467852913519367428635941287794528361128673549,1,
.4...3.1.2.5..4.3...8.1.6..5.3.7.8...8..32...6.............132.......5.6.......4.,746853912215694738938217654523476891187932465694185273869541327471329586352768149,1,
.............1..975....9.12...6.7..3....426...2.35......7.....1.49.....5..1...249,914723586362815497578469312485697123793142658126358974257934861649281735831576249,1,
37.6.........739..2.4........7.3....4..2.....6..1..5.7.....1......4.2.61..536....,379624185516873942284915736927536418451287693638149527862791354793452861145368279,1,
4.5.2..8....1..3..7..65.......7.5............63....4......812.......2..3.64...1..,495327681826194375713658924942735816581246739637819452359481267178962543264573198,1,
.9..62...3629....4.....7..9.89.2..5..5...4.9...4..36.8.3......5....7.......34....,798462531362951874541837269189726453653184792274593618437618925815279346926345187,1,
8.....91..16...8..95........4....6...6.....5......8.2779..24.8.......4......91.7.,872546913316972845954183762147235698268719354539468127793624581621857439485391276,1,
...816.............1...3.7...7...5..891.5..6.6...7...85....2.1...6.....232.96..5.,752816349963427185418593276247638591891254763635179428579382614186745932324961857,1,
..9..8...6.127....2..1..78....91.4........27.....6489...3....2........4....4.96..,759348162681275934234196785378912456496853271512764893143687529967521348825439617,1,
4.53....16.......7.2............27.3..9.4...51...9...6.3...7......4.....7..51...4,495376821618924357327851469546182793279643185183795246934267518851439672762518934,1,
.35...4.72.79....8.....2.........8...98.....135.47....74.....9................542,935861427217954638864732915672319854498526371351478269746285193529143786183697542,1,
....3.........4....7..92.4...14...862.7..1.3..9......1.43..81.....3..97..2.......,459736812362814597178592643531479286287651439694283751743968125816325974925147368,1,
....1...3.....8451.....3....837..6..57..6.9..1..4..7......9.....1..5.........6.94,745912863329678451861543279483729615572361948196485732638194527914257386257836194,1,
4.17...2..7..18.6...2..6.9.2...7.5..5....4...194..5..........78.......5....4..2..,461759823379218465852346791236871549587934612194625387643592178728163954915487236,1,
..5.834.2.8.....959.7.54.81..3..5....5......7.....1...4..7...597.1....2......2..4,615983472384127695927654381843275916159836247276491538432768159761549823598312764,1,
9....3..871...4.9...897.1...3.....8..........5.7.6....89.1..5.6..5...94...1..6..3,942613758716854392358972164134729685269385417587461239893147526675238941421596873,1,
..35.14.....4.2...58............612..........1.58..7.6...23.8..4........62..1.5.4,273561498916482357584379612847956123362147985195823746751234869438695271629718534,1,
.3.9..1.8.........45.....3.7..85.2...8.2..493.....4.....8179......4.2.57....8....,237965148869341572451728639794853261685217493123694785548179326916432857372586914,1,
62..5....431....2........6..4...7...5..12.3......854.721.7....5.........358...1.2,627953814431876529985241763843697251579124386162385497216738945794512638358469172,1,
.29.47.6.......7......395.4....96......3....753...84.6.....4.......23..8..58.....,129547863453682719867139524278496135946315287531278496382954671614723958795861342,1,
.21...54..8......25.......98.4.....5.1.9..4.........8.9...12..36.8..49...3.....6.,321769548489153672576428319864237195215986437793541286947612853658374921132895764,1,
.1....2...68.........431..69....8.7.......6.....1..9..3...7.1...918.3..2..7.....4,413685297568729413729431586946258371175394628832167945384572169691843752257916834,1,
...9..8...8..72...2741.......87..94......57..6...4.28.1..........9..7........8.6.,516934827983572614274186593328761945491825736657349281165293478849617352732458169,1,
...2...3..4....8.57.3.4.21.46.8275.....4.....28..1....3.........2.6.........83...,815276439642931875793548216461827593537469182289315764376152948128694357954783621,1,
....9.......3.......574.9..27...4..31..8....2..4..78.....5.3.......2.4.8.5..78.2.,317695284429381675685742931278914563193856742564237819842563197736129458951478326,1,
..4...73..3...4.15.7..5.8......154.97..2......513.92.7......5..213......4........,594821736832674915176953842328715469749268153651349287987436521213587694465192378,1,
....3..59.13.....4..6...7....94.7.....1.....65..1.2.7.46...5....2.....41......6..,842736159713529864956841732639487215271953486584162973468215397327698541195374628,1,
3.........9..1....8...4..31.8..374..917..8.2......2..874..........7..9...52.91...,321875694594613782876249531285137469917468325463952178749586213138724956652391847,1,
8..........294.8..6.4....52.3.......1.6..3....4.8.1..........1..952.8.3.4.....5..,879125346352946871614387952938472165126593487547861293283654719795218634461739528,1,
...8..5..3.4......2854..9....2..9..11..75......3......9....7.......8.497.1.2...3.,691872543374965218285413976842639751169758324753124689938547162526381497417296835,1,
..41...26612...43.5......8.4.5.3.....6.........32.56..8..7.....24..56....5.......,784193526612578439539462187425631978168947253973285614891724365247356891356819742,1,
7.1..............5..3....8.3.89....4.1.8...2.5.7.4..13....5...94...19......38..7.,781523496246198735953467281328971654614835927597642813832756149475219368169384572,1,
73......9....7986.....3...5..4.1......6.8....85.......9.8....5.5..9.4..7.7......4,735846129412579863689231745324615978196487532857392416948763251561924387273158694,1,
916.............9.2...3.6.8..9...3.767....5....1...26......39......6.....83.72.5.,916284735348657192257139648529416387674328519831795264765843921492561873183972456,1,
..1394...7......5..4...79.2.8.2.5...........3..974.....3.4..1.9...8...4.....195..,521394786798126354643587912487235691152968473369741825835472169916853247274619538,1,
68.......1.7..92...2.8.....9....1....6.4.37....3.6..........6..31...6.27.7.91.8..,685124379137659284429837561952781436861493752743265198294378615318546927576912843,1,
..8.3.92.6.2..1.....3..6..517.29...3...6.....3..1.82.........7....5.....2..3..8.1,418735926652941738793826145175294683829673514364158297586412379931587462247369851,1,
9.....4.........1..5.6..98.4......9..698.43..2........6..9..2.5..24.6.3..982.3...,917538426826749513354612987481365792769824351235197648643981275172456839598273164,1,
.768....................836.3..8...5981..6.....54.......8.7..4......39...17.4.6..,276835419843169752159724836634287195981356274725491368398672541462513987517948623,1,
.7...46.....6...72.........4.15.3.....91.2...3....9..4....7..1.6.43.1..5......369,572934681843615972196827543461583297759142836328769154935276418684391725217458369,1,
....9....92.5.4.8....3...............5..3.1..34.158.6.43....69..1.8...4.28.6.....,863791452921564387574382916196427835758936124342158769437215698615879243289643571,1,
..1...7...3......85...7.9....9.87.2....6.......2..16...6.....8171...625.2.5......,891564732437219568526873914659487123174632895382951647963725481718346259245198376,1,
.57..6.433......12.........9.....7...1.6......4627....439...2.5.....93.7.....5...,257916843394587612861432579983154726712693458546278931439761285125849367678325194,1,
72.6.1.......8.........2.14.....7...8..9..4.....3..19.98..3.7..4.1.....3..2.4.6..,724691385195483267638572914249817536813956472567324198986235741451769823372148659,1,
.....5...1.9.....44......2...........3.....5....2.3147..237...17..1....9..5..4..6,627435918159728364483619725274561893831947652596283147942376581768152439315894276,1,
..........14...837....4......9.74..5....51....6..9..8.9.....1......8.5.4...3.6...,798132456214569837653748912139874625872651349465293781986425173321987564547316298,1,
74..6..2..26..9..8..8.5.....93.......5.........2.4.........2..73...95.64...78..59,745861923126379548938254671693517482451928736872643195569432817387195264214786359,1,
..6.4.....5...93.4.2...7.9......5.....4.......6.4.2...217.9.5...3.5..4....9.3.71.,976348152851629374423157896382915647194763285765482931217894563638571429549236718,1,
.98..2...7.4.5..9156...9.8.......5.7..............8..6.46.......1.74.265......4.9,198372654724856391563419782681934527952167843437528916346295178819743265275681439,1,
..2.8...4..86.5....3..1...5.....2...7..4.6....86.57...5..3...4.......61..27......,152783964978645321634219785345892176719436852286157493561378249893524617427961538,1,
..6..128....4......4...3.....43....1.1..2...963....54.5.....6..8......9......8..2,396751284287496135145283976954367821718524369632819547573942618821675493469138752,1,
...2..56..1.......7.....9.....8...91..4........6...7....89.2..769...8.5.....5.2..,849271563215369478763485912527846391134597826986123745458912637692738154371654289,1,
7............7...8.2....1..6........43..26.1.....5.8.2.6...5.84..72....685...3.2.,748631259193572648526489173682197435435826917971354862269715384317248596854963721,1,
.7..39.5.59...8.72........3........9.6....51...8...73.1.9.83...7....5......19.2..,671239854593648172842517963357861429964372518218954736129783645786425391435196287,1,
.....8.....1.7.........4....6...5.4.8...1.6.9.54.....857......63...9.48..496..1..,723158964481976523695324817962835741837412659154769238578241396316597482249683175,1,
.5.7.1.....84.......32..5....4..72...8..3...61.7..284..42..5.6..........376......,459781623628453197713296584964817235285934716137562849842375961591648372376129458,1,
4....51..178.....6.5.....8...64...9784....31.71............7...3......5..9.8..4.3,462785139178923546953614782236451897849276315715398264684537921327149658591862473,1,
.2..3...1.61......3....2865.....6.1....4...38..9.5...62..1....3....9......83.....,825639471761548329394712865483926517652471938179853246247185693536297184918364752,1,
...69.2.........43..1.72....8..3..9..6..........9..3.4........6.7...91.26..18.93.,735694218296815743841372659482736591369541827157928364918253476573469182624187935,1,
..9.513..1..8.7.52.5726...1.2.........5..2.8.8...3..6............6..5..9....7....,289451376163897452457263891624718935935642187871539264718926543346185729592374618,1,
.......847.3.......693.............6....9.5...3...5..735.76.....96..4.7..1..8...9,521976384743528961869341725985437216174692538632815497358769142296154873417283659,1,
9.1.......3..5..4.7...2..1..2..3.9..8...19...4..2.5....47......1...8....58...32..,951467832238951746764328519625834971873619425419275683347592168192786354586143297,1,
......32.....7.8.....9....7.8.23.714....9.2.....4...8...3.1.96...78.2..16.1......,179684325254173896368925147985236714416798253732451689843517962597862431621349578,1,
....241.77...8.39....1....28.........64......197......2..9......36.....9..947.2.8,985324167721685394643197582852763941364219875197548623278931456436852719519476238,1,
...9.24....5..3.9..4.....82..8239.....9576.............8....7.....7....4....8.659,831962475275843196946157382768239541419576238352418967584691723693725814127384659,1,
6..8..5..83..69....5...49..4....8.....5.1..9......28.31..2......9.6.5....4..91...,619827534834569217257134986423978165785316492961452873178243659392685741546791328,1,
13...5..664...........9....2..8..4.9.5..1..3....3...8.328...5..51.6...9........4.,132485976649273158785196324263857419857914632491362785328749561514638297976521843,1,
..1...29.....6.534.4.5...8.8......199.61.5.....2........3..2...52.9.43..........8,651438297289761534347529186875243619936185472412697853763812945528974361194356728,1,
....5..7...1.4......7..1....4...6..57..8.5..319......69..4...6.6...3.4.....1.85..,439652178281743659567981234843296715726815943195374826958427361612539487374168592,1,
7.....4...3......5.6.89..7.9.....2.8..3......6.2.....38.6......4.795.6...9.48....,718325496239647815564891372975134268143268759682579143856712934427953681391486527,1,
.8....4.9....7....9.......16....9..3....8..42.4.31.....3..42...7......8....1...94,385261479421978536976534821658429713193785642247316958539842167714693285862157394,1,
....9..4...7......34.5..1.....2.....1..7.54.2..3....5..9.15.73...1......65..4....,825691347917483625346572198564219873189735462273864951492158736731926584658347219,1,
.......46.7.5........4.82.......2...8.6..9.....1....7.4....1.8..5.6...1.2.8.954..,582917346674523891139468257795142638846379125321856974467231589953684712218795463,1,
...3..19.85..........7......3...9.7....6.2...97...5..8.18.6...2.9...37....2..7.6.,467328195853491627129756483231849576584672931976135248718964352695283714342517869,1,
...867......3......14.......8...2.4.73..1...8.29...3.1.......6...6..8..9.4..9...3,253867194967341285814259736681532947735914628429786351598173462376428519142695873,1,
.....9..879...3....3.7..2.6.8..5..7.67.4.8.53..4..6.......4.....46...3.7......5..,462519738798263415135784296283951674671428953954376821327845169546192387819637542,1,
...892..4.......7..9..4.6.5...76..9....25.8...........24.9.6..1.7...1.6...84..2..,756892314481635972392147685524768193137259846869314527245986731973521468618473259,1,
8...47.3....5...47....3.2.8.5....8...1.......7.4....2534....16...2.7.....6.....7.,825947631631582947479631258953724816216358794784169325347895162192476583568213479,1,
..4.32.6.5.2..6..1...9..5...3..2.61..9...8...6......8.8...91.25............8.....,914532867572486931386917542438725619791368254625149783847691325169253478253874196,1,
9...4.6.3..47..9....7..5.1...1.6..9......4.353.....4.6..........5.613...6....2...,925841673134726958867935214541368792786294135392157486273489561459613827618572349,1,
..4..12....6..9....1.42.....8.....4...716.....293..1.7...2....9.....38....26947..,394571286256839471718426593183957642547162938629348157471285369965713824832694715,1,
.863.....24.....3...7258..6.72......4.5.......63..1....5....7......4..83...71..65,586394127249167538137258946872935614415682379963471852654823791791546283328719465,1,
..1......69......57..6.9..85.89..16..6..275........7...2.5..........3...8597..6..,481352976692478315735619248578934162963127584214865739327586491146293857859741623,1,
