Puzzle,Solution,Solution Count,
...2..8...7.6.135.........1......57..1....29...58......6...8...23..7..6...79.2...,691253847472681359583497621829316574316745298745829136964538712238174965157962483,1,
..3.5.....584.1.......9...1...834..95..9..3....7...6......1.....3.....6......6.45,613258497958471236472693851261834579584967312397125684846519723135742968729386145,1,
....2.7.8.......39.9..6.1...5....6....8..5.91.1......7...5.9...16..7....5.....2..,435921768621758439897364125354197682278645391916283547742539816163872954589416273,1,
.1.....4.2.....6736..84......5..38....42..5....2.1.........2.5....134...3...6....,517326948248951673693847125965473812134289567872615439486792351759134286321568794,1,
.........18........6..1...5.......8..3.4.1..6.98..6.3.5..6....4....5..677..9...13,375269148184735629962814375651397482237481956498526731513672894849153267726948513,1,
.6.....8.1.2.4...65.3....7...18..73.3..1.5...25..67..4......32...5........6..2...,967251483182743956543689271691824735374195862258367194419576328725438619836912547,1,
6.......2.5.2.3...41.9...76.4.......7...1.....63..45..37...1...9...3.........5.9.,639147852857263941412958376541329687798516234263874519375691428984732165126485793,1,
...2...6..4......9..7.491...74.6....68..7..3.9.1.23........8.1.......3.7.....7..2,539281764148736259267549183374165928682974531951823476723498615895612347416357892,1,
....47.6....2...58.4....97.36.....8...98..54......3...9..7.2........5........6894,895147362617239458243658971361524789729861543458973126934782615186495237572316894,1,
.2...4.....531.894...8...32......5......8..295..941.......2..5...1...9.....6.3.4.,823794165765312894194865732489236517316587429572941683647129358231458976958673241,1,
.1....6.9.....5.........8..8..16.4.51.6.3......3.489..4...8....28.69.5...9.....6.,514823679678915324932476851829167435146539782753248916465382197287691543391754268,1,
5.79.....6..4....7.8..3.92.......6.9...2.3........7.4..7..5.832......7..34.....5.,537921468629485317481736925213548679764293581895617243976154832158362794342879156,1,
.8..3.2......2..9..79........67....2.2.8....354.........4..5.299....3.68.5..6.3..,185937246463528197279614835396751482721846953548392671634185729912473568857269314,1,
5.3.................7...3.8371..5...4....6..5..681..7....6...59..9..4.1..1.3..8.6,583267491942138567167459328371945682498726135256813974834671259629584713715392846,1,
96.1..8..4..6.........9............45.....2...92.....83.8...92....4..5.1.2...93.6,967145832453628719281793465836257194514986273792314658348561927679432581125879346,1,
.......7..9....562...28..9...6....13.7..65.....38........92.....1..5..2..287.16..,632594871894137562751286394586472913179365248243819756465923187317658429928741635,1,
8...4..6..6....2.9.........9..4...87..75.....52.6...3..35..7....9......227...5...,859742163763851249142936875916423587387519426524678931435297618691384752278165394,1,
..348.........2...682..5....4.........6..48...7.9..6.5.98.7...3....49.5..3.5.....,753481962419632587682795134945867321326154879871923645598276413167349258234518796,1,
46.2.8.1.....193.....7.....9...836.....6..2....814....84....96.....2..7......613.,465238719782419356193765428921583647534697281678142593847351962316924875259876134,1,
.46....5.517...4.............2.4.6..6....314.15.6.8.7....42..6...835.........6.1.,946732851517869432823514796732145689689273145154698273391427568468351927275986314,1,
.7..821.....15...........4.2..9..58.91.4...7...3.2...9..4.91.2.....4..5....8.39..,475382196689154237132769845246917583918435672753628419364591728897246351521873964,1,
6.8..79.......2.8...39.14..12..............3.9.........9.4...7..7..3...23..1.6.4.,618347925749652183253981467125863794864795231937214658591428376476539812382176549,1,
.....67.9.......2.64...38..4..5.....5....24.....7....3...8..9..2659......7..2..3.,352186749781495326649273815423518697597362481816749253134857962265934178978621534,1,
.2..7.4..........3.9.....5.....937....5....82....4......69....78546...9.7....5...,523178469468259173197364258682593714345716982971842635236981547854627391719435826,1,
27.....8......2.7...3..4......1...9.....6..23.3..7.6.1.9.24...73..6.....81..9..4.,271956384469832175583714962756123498148569723932478651695241837324687519817395246,1,
.34.....17.1..8......7.54..3.9....85....8.72.............27..3..25....9........1.,534962871761348952892715463349627185156483729287159346918276534425831697673594218,1,
38..............1.91.....8..985.........8.2...6...219.5...7....8..1..92.....367.1,382415679654798312917623584298561437143987265765342198531279846876154923429836751,1,
....4..9..96..3.2.8...72..5.....9.......2.4.6......2..53..8.7...4.....6.6....78..,257146398496853127813972645372469581985721436164538279539684712748215963621397854,1,
.318..54..2...31......6.8......74.....4..2....1.......65.....382...5.47........5.,731829546826543197495761823568374912974182365312695784659417238283956471147238659,1,
.......1..9...8.672.63.18.4.....3......4962.....72......98...3.3.864.........2.8.,837964512491258367256371894742183659185496273963725148529817436318649725674532981,1,
63.....759..57.2....8..3.1.....2.......8......9.....3....91.....7.3.2.....17...56,632198475914576283758243619863427591145839762297651834486915327579362148321784956,1,
..5..71.82.........38.....2.8....9....15.....972......7.39.........2..96.1.8.57..,495267138267183459138459672586372941341598267972614583723946815854721396619835724,1,
..17..9.....4195......2.3....2...7......36..1....9.4...4....2..2...6...45..3....7,651783942328419576794625318982154763475236891163897425846571239237968154519342687,1,
.5....61.....83.5.8....7..946.8......786..3.1....1....5.....8..946........7......,753924618629183754814567239461839572278645391395712486532491867946378125187256943,1,
...18.9..3..25.8....76.3........5...6....81.3..9.6..........59.....7..1....8.12.6,546187932391254867827693451432715689675948123189362745713426598268579314954831276,1,
...9...4.6..........5.1.9.2..728..19..............7584.....98.7.69.2.......5.82.6,218976345694352178735814962347285619586491723921637584452169837869723451173548296,1,
.2......1.14....8.8.9.........5....8...7..94..67.....2.8.1.4.27.7..6....5..98.1..,625879431714352689839641275493526718258713946167498352986134527371265894542987163,1,
2...3.8.5.5.....93...1..2..5..78....9.4.....78..3.9.......12......9.73.2......759,219436875456278193378195264521784936934621587867359421793512648685947312142863759,1,
..3.........67..41.5.2......4.72..13...81.2.....3..864......42..8....63...7.6...5,463981752298675341751243986849726513635814279172359864916537428584192637327468195,1,
8....42....3....65.5..1..38........6......54......6.7354.1.....6.2.3..17.8.2.7...,876354291213789465459612738734521986168973542925846173547168329692435817381297654,1,
.6..3.2...3.75.9...58...3....2.....8...5...6...........8.....7.9....1...37..2..5.,769134285234758916158269347512643798897512463643987521486395172925871634371426859,1,
78.....34294.8...1.....78........39....7....2.3...6.17...6...4.....2.1.9.4.3...76,785162934294583761163947825657214398418739652932856417829671543376425189541398276,1,
....679.5..7.....62.495.3....2....5..4..2...7.7...6..4..9.....2.5.......3.....61.,831467925597312486264958371682749153943125867175836294719683542456291738328574619,1,
..7...45.........9....571.64.2379.....5..........2.74.2...9........64.2.93...5.6.,167932458543681279829457136412379685675148392398526741286793514751864923934215867,1,
8....62.42..81..733..5....871....5...3...7.....8........63....21.5............81.,891736254254819673367524198712643589539287461648195327986351742125478936473962815,1,
59....1...13.....42......7.8....3....3...4.9...4..5.2.9.....2...7..2.53...5....17,597436182613782954248591673859273461132864795764915328981357246476128539325649817,1,
9.35..2....7.613....4...5.7......9.....2..1.3....7..644.......97.69....22....3...,913587246527461398864392517178634925649258173352179864431826759786915432295743681,1,
1..6......5.2..3..84.37.....2......1.35.1.....1....58427....6........1.7...5.....,193685472657249318842371965428956731735814296916732584274198653589463127361527849,1,
5....981..8.........4.......7.12..5.2.1....4..5.4.7..8..57.....9....1.3.73.5.2...,527349816183276594694815273478123659261958347359467128815734962942681735736592481,1,
3...7.8....8..432..9...3.57.42....1.7........1.3...4.2...3...4......153.......9.8,315279864678514329294863157842936715759142683163758492586397241927481536431625978,1,
......1.3...8....7..845..2.5..7.86..2..5.......4.6.3..32...6.........4...1.......,945672183632819547178453926593728614261534798784961352329146875856297431417385269,1,
9....2..3......2..13.....94....48..2.2..1..5.71....3.........3..71.3.529.5....4.8,985472163647193285132865794563748912429316857718259346294587631871634529356921478,1,
.72.3.5..8..56.3......2918.3...9.8....1..2..76...5..3...6...9...5.......9.....7..,172438596849561372563729184325697841491382657687154239716843925258976413934215768,1,
...7..5.96.2.51....7..426..4.6.8...5..7.25....8.49.1.7................8...1...49.,148736529632951874579842613496187235317625948285493167864279351923514786751368492,1,
29.7..5.3..1..2...3...49.6..63...1.5.......3.1.4...7...5.....9...7.3....9.......7,298716543641352978375849261763294185529187436184563729852671394417938652936425817,1,
...9..........6...8.61......69...3.1.4..1.6.......5..9...8..1..3.1..45..2.83...94,415983267927546813836172945769428351543719628182635479694857132371294586258361794,1,
....8.97..1..3.....9.1.........9..36...2.7.....7...4..2....31.896.81.3.....9....4,423586971518739642796124583152498736349267815687351429275643198964812357831975264,1,
4.18.2....9...6...7...413.2..21..4.8.....7....1.9............61.28...7.3.7.....8.,431892657295376814786541392962135478854267139317984526543728961128659743679413285,1,
......5.37...6.8.49...2.....73..9.....93....658.........2..5..7.9..4.6.8.....724.,264781593715963824938524761673219485429358176581476932842695317397142658156837249,1,
....3.9.88.3.492....7.62..3....9....9.......7..6.....4.6.......48.72.6.5.72.8..3.,624137958813549276597862143738496521941258367256371894365914782489723615172685439,1,
1....8...2..1.6.4...8932.....2..9...43..8...69.......13.74...........6....1..349.,173548269259176348648932715712659834435781926986324571367495182894217653521863497,1,
.98....46.1.3...9.6.4.7...29..........1.3...7.63.4..2........3.1....2...4.7.1..8.,398251746712364598654879312975128463241936857863745129586497231139582674427613985,1,
....4.8..........1...18.6.....9.....7..6.......63.849...9.3..4..38461..7.2..9....,167243859984756231352189674843925716795614382216378495679532148538461927421897563,1,
.....1......4.25...1.83.924...7...35....8.21.....43...43....1......2...77.9..5..3,294651378873492561615837924982716435347589216561243789436978152158324697729165843,1,
..3...7.185...7.3.4.7.......2.6.......4...58758..3..6.........6...2.1..8....683..,963852741852417639417396825721685493634129587589734162198543276346271958275968314,1,
57...9....28....149..4......1...2.9.295....68.......7.8..26.74.........216.....5.,574129836628537914931486527716852493295374168483691275859263741347915682162748359,1,
....24..7......539..3......1...7...493.......2.51.....7...3...1..8..9....145.7...,591324687462781539873956142186275394937648215245193876759832461628419753314567928,1,
8..1.5....29.3......3..7.....75.834..1..4......4....2.9...83..1.7..........29....,846125937729834615153967284297518346618342579534679128962783451371456892485291763,1,
...4673...89.............5...624..8..2.91...6.187..4..83........748....2..2......,251467398389521647647389251796245183423918576518736429835692714174853962962174835,1,
...319...6....7...2376.54...1..7.5..5.4..1.........3.......6.....5.....23..4...9.,458319276691247853237685419813972564564831927729564381942156738185793642376428195,1,
..9..3..584....6.23...2..984...........7........8.5..7........4.3.9.75....726...9,729683145841579632365421798472196853958732461613845927196358274234917586587264319,1,
.19.56.......8...4...3.7...9781..........3...5..9.....4.7.69..5..5....46.......83,319456278756281394824397561978145632241673859563928417437869125185732946692514783,1,
..3.756.46...9.....5...4.7...54.9..1..7..65.3.86.3..9...8.4.............4....13..,293875614674192835851364279325489761947216583186537492518643927732958146469721358,1,
.2.5.91...1....2.....1...531.7..59......37....6......2.......2.5.2...3.7..93....4,324579186715683249896124753147265938258937461963841572431798625582416397679352814,1,
2.......5.....6.499.....16..71.4....8..2...9.........8.4....61.5..9..8.......2...,267194385135786249984523167371849526856237491492615738749358612523961874618472953,1,
.2..87.3.6..41.7...7....2....38........6...9..8...46.22..........82.....14..3....,524987136639412785871563249963821457412675893785394612297158364358246971146739528,1,
.........5.3.....6.27.9.....92..5..7.5..863.......28.1.....7.95..9....8....3..6.2,918653274543278916627491538892135467451786329376942851234867195169524783785319642,1,
.....86...9.1.27.4..8...1....9...4.....75............5.569...2...18...7.8275....6,213478659695132784478695132539281467162754398784369215356947821941826573827513946,1,
....3.48..7...51...23......1..95.....34..8...9.........1.8....9..7..1...3482...1.,651739482879425163423186957162954378734618295985372641516843729297561834348297516,1,
82..475..674.................5......49..2....2.7.654...3..7..2....3....5.5.2.9..8,823947561674851932519632784365498217491723856287165493138574629942386175756219348,1,
....1.45..2...71..9...2..6..5...467.2........3.7...2....4.7.5.......1...7.3....9.,876913452425867139931425768159284673248736915367159284694378521582691347713542896,1,
5......2..2.68.51...6..4..76.72............64.5.....8..689.1....9..4.........5..9,589713426724689513316524897647298351832157964951436782468971235195342678273865149,1,
8.3.7.5.........97......6...5.69.8.2..9.5......1....5.7......8.1.27....936....2..,813976524526834197974521638457693812239158746681247953795362481142785369368419275,1,
..3..96.8....7.1.3....6..2..3..1....8......5.5..62....6.253....37..812...1....7..,723159648456872193189364527237415986861793452594628371642537819375981264918246735,1,
.2.4..63.5.97...1....1..49.9...........679..3....2..6...3.6.2....6..45...........,127498635549736812638152497961543728482679153375821964853967241216384579794215386,1,
...27..49.5.........9...5......6..2.1......84.2...46.....8...95..672........4.8.2,618275349354691278279438516845967123167352984923184657432816795586729431791543862,1,
.5....4...27......9.....2....5.....137.2.15..24..53..74....9.1.7964............6.,158326479627594183934178256865947321379261548241853697482639715796415832513782964,1,
.9.3....7.32..9..8.....2.6.72.4.....4.8.........167...9.674.1.......1.....4.9....,695384217132679548847512369721438956468925731359167482986743125273851694514296873,1,
25.1.......3.48.......5.4.6.......6...8...1.........439.1.3..2..2...1....6...43.5,254163789673948251189752436492315867538476192716829543941537628325681974867294315,1,
.......2868....4.7..1...36...8.427.5..4.1....37..............8..1.6..5.4..73.....,935467128682139457741825369168942735524713896379586241456271983213698574897354612,1,
8.........69..524...5.91.8..9.2..3.5..81..4..3..5...1..2.3....6..1......5........,813427569769835241245691783194268375658173492372549618927384156431956827586712934,1,
....7..624..2.9.3.....3.......7.......9.1......8...42..376......8.12.67..1.4....8,893574162451269837762831594325748916649312785178956423937685241584123679216497358,1,
.......4.349..5....58...7.9..5...8...7.8.2...2...39.7...3......5.1....9.82....1.5,712396548349785612658124739935417826174862953286539471493651287561278394827943165,1,
19....5....6...8...741....6.2.81.6.7.81..7..96...9..5..59...4....26...9..........,198426573236975814574183926925814637381567249647392158859731462712648395463259781,1,
...7.8....7...43.8....6....3.7...1..8...9...359..4.8.7648...5.....9.........53...,251738946976514328483269715367825194814697253592341867648172539135986472729453681,1,
2.3..5.....4.....8.1..2....98..41.3.....6.95...15.2...6..........865..93.....3...,273485169594136278816927345985741632742368951361592487637819524128654793459273816,1,
.7....6...6427.9..8.1..4...2.7..9.....8..514.9..64..8...649...2.2...........5....,572938614364271958891564723247819365638725149915643287156497832429386571783152496,1,
.....5......38...2....4.9...516.8.2..4..1..3.38.9..1.6..5..3....6..2...4.3....591,193265748574389612826147953751638429649712835382954176415893267967521384238476591,1,
......1.375..1684.4......5..68.7......4128...2...5.4.7......3.212..8.76..........,682495173753216849419837256568374921974128635231659487847561392125983764396742518,1,
6.1.......7.....2.........9..........1.7..4..4951..7.3...4.9...7526....4....2.361,621948537974315628583276149367854912218793456495162783136489275752631894849527361,1,
52..3.........21.............83...6..1..2.8...3..6.29..9.......1.6.8.3...8.451...,521937486963842175874516932248395761619724853735168294492673518156289347387451629,1,
8..4.5......97......7..1....1...6.3...435....6.5.4...75.8......4........3...19.74,869425713153978246247631598712896435984357162635142987598764321471283659326519874,1,
6...2.875.3..6......859...196.........7...52....7.....3.1.....67....6.3..5...1..8,649123875135867942278594361963215487817649523524738619391482756782956134456371298,1,
......1...17...45...91..2......4.57....29...1....5.3...317.5.4.......7...5..39..6,463528197217963458589174263128346579345297681976851324631785942894612735752439816,1,
8957..6..724.96...............3.896...8..542..6.....8.4...7......6..9..5......79.,895732614724196358613854279547328961138965427962417583459671832376289145281543796,1,
..54.97.1...5...4...47.8.2.8.7.......2.....6.1....4....1...76....9.....77..2.59..,285469731671532849394718526847653192923871465156924378512397684439186257768245913,1,
.....9..84.7......289.4....74..8..1....5..27..523...9.......14....2.85........9..,365179428417825369289643751743982615891564273652317894938756142174298536526431987,1,
..3..4.1....1..3...9.8....4......9...4...753....9...7.7........1..59.7..5...2..8.,673254819485169327291873654857312946942687531316945278728436195134598762569721483,1,
..56......92..5.3..4...2.7..6.........7...5......8....7.49....28..4.69........7.3,175638429692745138348192675569214387287369514431587296714953862823476951956821743,1,
63...9.51....3.46....1.4..3......8...1..9..32.......9..69.......5....2.4421....8.,634289751192735468587164923975321846816497532243658197769842315358916274421573689,1,
.1..5..4..5...4837.6..7......1..2....2...85....813.6...3............5.7.....4..1.,817253946952614837364879152641592783723468591598137624439781265186325479275946318,1,
7...61......7..1.9.......5....1.......5...8...8.9...2.6.13.8..59..2..7........2.1,749561382568732149312894657236185974495627813187943526621378495954216738873459261,1,
75......9.281..3......437......2......4.9..735.1...8..83.............91...24.....,753268149428179365169543782376825491284691573591734826837916254645382917912457638,1,
1.5..32.4.9.61......752..3...1...45.4..9..3...3.....17.63....4..7......2.........,185793264392614578647528931721836459458971326936452817263189745874365192519247683,1,
.8.....6...37.25..7.5...24....1..4..2..3...5.8...56.71.6...........4....4...1.3..,182435769643792518795861243576189432219374856834256971967523184351948627428617395,1,
.....8..5...47..2........3.5......643.12.....4..65.3....23...51....2..8...4..7...,237168945195473628846592137529731864361284579478659312982346751713925486654817293,1,
......98..7.1.63.4.948............1..4...3..81....46..687.4.....3............21..,516437982872196354394825761963278415745613298128954673687341529231569847459782136,1,
.1..7..98...5......6.3..5.26.8..7....9.1......73......92...8.1..3..5...7..193....,512674398349582761867319542658427139294163875173895426925748613436251987781936254,1,
...14.....86..7.4....8...3........8.9.12.3..74......21...92.6.8...4....9.....1.7.,723146895586397142149852736267514983951283467438769521374925618612478359895631274,1,
.34.7.2.9...5.867.........46....2.....9.8....458.3..9....7........85....96...4...,534176289192548673786293514673912845219485367458637192825769431347851926961324758,1,
7..48.5...94....7..8.1.5.2....5.1..93.......5..87.3..2....18.........3....72.....,721489563594632178683175924472561839369824715158793642946318257215947386837256491,1,
...8.3.455.17......9........786......6.....9.4......3.8....6......45..87....7.6.1,726893145581742369394165278278639514163584792459217836817926453632451987945378621,1,
......4....1....68.......7.8...24....5.13......76...311..34.8...34..6...6....7..2,768591423521473968349862175813724659256139784497658231172345896934286517685917342,1,
...6...8.8.59.2.37921....5..1...........79.6....8...7.3........7..21.8...52.6....,473651289865942137921387456617534928238179564549826371384795612796213845152468793,1,
....42.8....6..31..3....4.2....85.....82.....4...3.15...156..3........69..4...2..,179342685842659317635718492916485723358271946427936158291567834783124569564893271,1,
.....2..37.24..9...1....5........3.2.......4.3.....78.45.3.8.9.2.71.....1.3.254..,549812673732456918618793524974681352865237149321549786456378291297164835183925467,1,
......4..5.7.1.....34..82..8...719...2.5.9..8.....4..1.....5..9......7...9.7.35..,218937456567412893934658217846371925721569348359824671673245189485196732192783564,1,
75....1....2..1...84...2........3..761.......5...6.38.1..3....4.8.........5.87.21,756849132932671458841532796498253617613798245527164389179325864284916573365487921,1,
.5....87..2.....3..813..56.....5..8............3....17..852....73.86.9..9.5......,359216874627485139481397562274951386816732495593648217168529743732864951945173628,1,
.....913........85.76......417...35.3........5.9..6.4.78.6.......57....1..1..8..9,852469137943127685176835294417982356368574912529316748784691523295743861631258479,1,
6.....8......3.......4.5..29......67...3....4.....629.8..7.2.3.....9..4..4786....,654927813172638459389415672915284367726359184438176295891742536263591748547863921,1,
........54.9....67......89..9.7.....87.6...51.6.29..4.....8.57.2.....6..6..4.1...,316879425489532167725164893594718236872643951163295748941386572238957614657421389,1,
6....7.8.8...52..4.2.6.859....1.9..7.....5.....4........7.2....2..7...46.8.....2.,645917382891352674723648591562189437318475269974263158437826915259731846186594723,1,
...87..91....1.2...5.92............2......6.7.2..86....92...5...85..1...46.5...19,246875391973614258851923764634157982518249637729386145192468573385791426467532819,1,
6..528......67....5....1..9...7...12.....24..45..6...7.....61...6.85....2.9...7..,691528374843679521527431869938745612716982435452163987375296148164857293289314756,1,
7......8...658.9..1..7.9..6..2....7.....4....67..2.1.4..7..659.4.5...........2...,794261385236584917158739426342195678581647239679328154827416593415973862963852741,1,
......21.....6.5....2.......958....276..4.........9....81..49..6.9.1....4...5...7,936587214847162539152493876395871642768245391214639758581724963679318425423956187,1,
....9..17............1.6...5.....92621..5.....8.9.3.....1.37..565...27.9.2.....38,348295617162378594975146382534781926219654873786923451891437265653812749427569138,1,
...9..5..69..7.1....8....3....38....7..59.3..........68.....6..4.3.1.8...196....3,374921568695873142128465739941386257786592314532147986857234691463719825219658473,1,
.4..6.7.8.........1..9.2..58694.....5....82.........4...6....2.7......61.9....5.7,942563718653781492178942635869427153534618279217359846386175924725894361491236587,1,
8...3.4...9..8.16.4......3...7..4.....2.1..9...189.3.71.....8.2.3..2....7........,875631429293487165416259738957364281382715694641892357169573842534128976728946513,1,
