Puzzle,Solution,Solution Count,
...7......9.....2..2..84.371...3.48..3...1..696....1...........4...628.....9.8..1,643729518798153624521684937175236489834591276962847153389415762417362895256978341,1,
31.49......61..35.4..8..1......89............6...3...82..31.5...8...26..16.....9.,317495862896127354452863179534289716928671435671534928249316587783952641165748293,1,
..........6.8.75.2....52......4.......41.6..7.....58..7.86....4.367.4..1.4..2...3,295361478361847592487952136872439615954186327613275849728613954536794281149528763,1,
.......8...31......4836..5736..2.7......5..2...4.7.1.....68......5........1...8..,926547381573198462148362957369821745817453629254976138732689514685714293491235876,1,
.63.2..7....7..48...5............3..21...86..........8........3821.....4.46.5...1,463821579192735486785649132958416327217398645634572918579184263821963754346257891,1,
1.5........46....8.7..38..15.62..........7..6.....3...2....6.1745..7.8....8..15..,185729634394615728672438951516284379823597146947163285239856417451972863768341592,1,
.39.4..725..72...1..2..83..........9...41.....2.5.....85.....27.9......4...8.7.5.,139645872568723491742198365681372549975416238423589716856934127397251684214867953,1,
4.85...7.1...2..9....8....3.9...87.........2....4.....37.....4....2..3......17852,438591276165723498927864513296158734784936125513472689372685941851249367649317852,1,
.6...487........9..8....3..3.5.7..1.....3.5....19..4.......7...1....6.4..4..89.6.,263594871517863294984712356325478619498631527671925483856147932139256748742389165,1,
..417......7...5........3...45..89...6.9..4.7...36..1....4936..3....1..9...5.....,534179826817236594629845371245718963163952487978364215781493652352681749496527138,1,
54.81.6..2.9........6.32..5......2834........9.1..6....5....3.......3412.......59,543819627279645831816732945765491283482357196931286574157924368698573412324168759,1,
...3..26....9..8.55..16.9......5...3......1...238..5....9..83....85.1..4..6......,794385261631927845582164937917256483865743129423819576149678352278531694356492718,1,
...315...2.4......3...8.7.............37.4...74.528.....6....7...8..352...7...4.8,679315284284967315315482796952136847863794152741528639526841973498673521137259468,1,
.....6....39.5..6..8.7.9.15.5.94..711.8..............64..8.....3.5.....7.17.....3,521386794739451268684729315256943871148675932973218546462837159395162487817594623,1,
..8.2.36..4.35.8..1.58......2....4.8..1.8.65..8..491....2.........1..5..........2,798421365246357891135896274629715438471283659583649127852934716964172583317568942,1,
....6...94...13......5..7...21....4...6.97...75.2......7.42...116.3.....5....6...,215764389487913256639582714921635847346897125758241693873429561164358972592176438,1,
7...6.....18..3....4...82..3..1....4.245...1..5.2.6.87.6..5...2......6.5.........,732965148618423759945718263376189524824537916159246387467351892291874635583692471,1,
..5.8..6....4.2.........9..............26.5....6894.2..4....3.1.92.1.6..16...3.9.,235189467679432815481675932924351786813267549756894123548926371392718654167543298,1,
..8..29...........2.7..1.3..9..24...35...8.7..8..7....42..1.........3.171.......3,518732964936485721247691538791524386352168479684379152423817695865943217179256843,1,
.....6......9.2..1....319....46...7.6.....148.28....6..8...3..4....7...64.....892,951786423743952681862431957394618275675329148128547369586293714219874536437165892,1,
.65.91..2.....57.81...2....6.2.7..9....8...65...5....7...2...8...7......9.3......,865791432239645718174328956652174893741839265398562147416257389587913624923486571,1,
653.4.2.....5.2..7....6....3.....9....61.35.2.9.2.....9....47.55.......4.24.7...3,653749281849512367271368459312456978786193542495287136938624715567931824124875693,1,
...3.46....6.......52..9......92.....4517..92...4.5............1.9..7.64...6.25..,918354627736218945452769183671923458845176392293485716567841239129537864384692571,1,
27.....3.65..83..79....2..5.......8.4.....5..56.73.429....2........5.9......97.4.,278569134654183297913472865397245681482916573561738429849321756736854912125697348,1,
...24...894...5...1....9....8.......4.3.......916.32...2.........9...8.4.5496.12.,735246918948135762162879435286794351473521689591683247327418596619352874854967123,1,
..9...541..4..6........5.2..9.......8.....46...5..1.3....5....612..63...4..8...13,269738541584126397713495628392647185871359462645281739938514276127963854456872913,1,
3..92..1..61.8....9.2.7.....13.....82....9.5.6......2.57.........9..7.63.......82,387926415461583279952471836713254698248369157695718324576832941829147563134695782,1,
......9832......459.3........19.72.4...35......8.1..59317.4....8..........5.9..7.,174625983286139745953478126531987264492356817768214359317542698849761532625893471,1,
5.2..71........8.5..386.42.3.8.24...2.4....1....1......3..7..8.....1...67.148....,582947163649231875173865429318624597254793618967158234436572981825319746791486352,1,
.....8.....8..5....5..41.2...98......2..9.3...84.52.6.6.......4.1...4.82...3....1,291638475438275916756941823569813247127496358384752169672189534913564782845327691,1,
.2.5.9.63...7..2.....4..9.1..7............64....2...159....4....34.7..2...16.23..,728519463149763258356428971697145832215837649483296715962354187834971526571682394,1,
....1....5.6..97..98..3....39....61...2..3.7....651.2...8......75.....8.61...5..2,473516298526489731981237456395728614162943875847651923238194567754362189619875342,1,
5.....6...7..89.2.9.27.....7...5.16...1.3.......8....2..6......8.91.....21.3.895.,584213697173689425962745813738452169421936578695871342346597281859124736217368954,1,
..7.6.5.8.98.2..3.4..........65..7...2..9...6.8.24.9.5............8...27.7......3,237461598198725634465389271916538742524197386783246915341672859659813427872954163,1,
.9....7.86......51.8.6..9...41..2.8.9.71..4...2.74........29..4....5..9.......1..,195234768634978251782615943341592687967183425528746319816329574273451896459867132,1,
...63.127.....9.....8.5.......8....9.861.7.3.5.....61.....7..51...2..9....7..32.6,954638127723419865618752493231865749486197532579324618842976351365281974197543286,1,
.194...........5....2.8.7.....7..13....1..2..3....8..9.3.5..9.22.....4.3..4....51,619475328783612594542983716826749135495136287371258649138564972257891463964327851,1,
9.1..678...29..6...5.....1.7......5.2...........35.1....973.........5...6...81.3.,941526783872913645356874912713269854265148397498357126589732461134695278627481539,1,
..41.6.373.1....2.7....5...91...7..6.6.4..21......37.5..9............4..42.....6.,284196537351748629796235184913527846567489213842613795179864352638952471425371968,1,
..7..........69...5.4..........2.4.8.2..437.9..37...5......5..69....4...638.7.5..,267351984381469275594287163759126438826543719143798652472815396915634827638972541,1,
.1..8.42...9.7.3.1...3..8.9....1.2746.2.3.1..17.........8..2.........7..9.6.....3,315689427289475361467321859893516274652734198174298635738152946541963782926847513,1,
..2.48...7.3....1.......5.....89...2....1275...5...8...1.9.........7.2.1.9.4.....,652148973783259416941637528374895162869312754125764839217983645438576291596421387,1,
........9......48...1.....7..98.4..1.2.6..7...6.95......5.1....9....7.188.6.....4,254786139793125486681349257539874621428631795167952843375418962942567318816293574,1,
.7...8........49.....9.1453..6...8.171.4.....5...6..3...3............1.56..5....9,974358612135624978268971453346795821712483596589162734453819267897236145621547389,1,
1......2...52.9.41..94.7.8.3..........2...85..8...5.93....54...4.....1.....3.2...,164583729875269341239417586357948612942631857681725493796154238423896175518372964,1,
...59.6.....6......5..34.9..3.7659..9......3..47...2.6..19.......9.2....2....6...,723591648194678523658234197832765914916482735547319286471953862369827451285146379,1,
86...7.....4..37.....42....69.....7...3..8.2..47....9...536..82.....43.....2.....,861957234524683719739421658698142573153798426247536891475369182912874365386215947,1,
8...1.5.41...7.8..4.58...6..9.4.5.8..28.........7...1........2....6..94...7.9....,839216574162574893475839162791425386328961457654783219916348725283657941547192638,1,
.4....1.3.8...4..51..6....7.........6....7..8754........128.3.4......87...3.7.5.6,246795183987314625135628947398542761612937458754861239571286394469153872823479516,1,
..4.......1.69.......5.......81.2....4.8....3539..4..1...9.85..6.....98.........4,354281697817693245296547318768132459142859763539764821421978536673415982985326174,1,
3....92.6....1...9..8..3..5867...1....52...7.9..6............5...9.57....2.......,371549286456812739298763415867435192145298673932671548784926351619357824523184967,1,
.1......8.598...2...4...1.3..72.9.......5....42..37...7.........9352....58....24.,216375498359841627874692153167289534938456712425137986742918365693524871581763249,1,
5.84.7..1.69...8......8.....4...51.9.....1.6.....4............5..7..9..64..15.9.3,538427691269513847174986352643875129782391564915642738391764285857239416426158973,1,
.....7.1...8.....9.......4...2..51.7.9..8...5.6.1......85....92..9.6.8...76.4....,934657218628413759751298346842935167193786425567124983485371692319562874276849531,1,
9..8...4.....4.93.....5...8.65....7.....84...72...34.......7.6...7.3..5.2........,953871642871246935642359718465912873319784526728563491584127369197638254236495187,1,
95.6..3.7......4.5..7..4.2.5........6..98...3...7.35.....5.2....4.86.....6..7.2..,954628317126397485837154926513246879672985143498713562781532694245869731369471258,1,
.6.2349......9...3.1..........9...4..3......1...74.26...4...1.....52........76.35,865234917742198653913657482627915348439862571158743269574389126386521794291476835,1,
...2.......1..6..5......49324..5.....19.428...5.8.1.6..9..............8.3.6....41,975234618431986725862175493248657139619342857753891264194568372527413986386729541,1,
.......28........426....59.4.....3.5.....396...8.......812.....9.58.4...64..59.3.,179345628853692174264718593416927385527483961398561742781236459935874216642159837,1,
........1.72.......6.2.7.....1.5.43...732..5...56..........65...9...2..6.3.9....7,459863721872195364163247985681759432947321658325684179218476593794532816536918247,1,
....23..68.9....1....1..5.2.........3..4.8...6..5.9.....4.85..3...9....41..3..928,715823496829654317436197582541762839392418765678539241964285173283971654157346928,1,
.4...6.1....9..5.2....743.....23.........5..9.2...745.59....2...1.....3....34....,349526718761983542285174396954238671637415829128697453593761284416852937872349165,1,
...2..8.6..5...19..37...2..2..3.19...7...8...9.....5.8........9.1...7..2..3..5...,194253876825476193637819245258341967376598421941762538562134789419687352783925614,1,
......8.992.1...3.....7..........24.16...7..8..3...7.631..96...8.......17.2....6.,451632879927185634638974152579861243164327598283549716315296487846753921792418365,1,
.8.25..1....6....76....4.2....5.......61...5.....47.....3..17...2.4...63.75.6..82,387259416249618537651734829834596271796182354512347698963821745128475963475963182,1,
37.....59.4....87.....4..2.12.....3...9..5...735..2...952.13..8....9...1.........,376821459241359876598746123124978635869435217735162984952613748483297561617584392,1,
.4.6.1....63.....2..2....8.....3.4..5.1.72.....6.....5...8...4....3..8......1.3.6,845621739963748152172953684297536418581472963436189275329867541614395827758214396,1,
.....2....3..8..9...........8.....3.....5.8..5....39.1.681..5.219.2..3..25..3..4.,749312658631587294825469713986721435413956827572843961368194572194275386257638149,1,
.....7.2.5...92.18..158.79.3.4....8...9.....1......4......1.2..748.2.......7...43,983167524567492318421583796354671982879245631216938457635814279748329165192756843,1,
..6..7.5.59..84.......9..4.7..6....8..1..3.6..3.1....5.........9.8........7..918.,486317259593284671172596843729645318851923467634178925245831796918762534367459182,1,
.......2...4..7.8..679...549...2.6.7.2.......7.6.84......54....639........8..3...,895461723314257986267938154981325647423679518756184392172546839639812475548793261,1,
..........95..1.38..13.947.7..2..........8.93....4..85....74......5........1.3.47,237486951495721638861359472789235164542618793613947285156874329374592816928163547,1,
.2573...99...8......7.5.8.....6.7...6.2.48....439..7...96....4.4...............3.,825736419964182573317459862589617324672348951143925786296873145438561297751294638,1,
97.3...5...........5.2...4..4.8...9...5.........7.5.31..3....85...1.27..2.8..34..,972364158481957326356218947647831592135629874829745631713496285594182763268573419,1,
..29..6.3.....6..5..12...4..6....4.........3...5.2..16.4....8.....8.35......45.9.,752914683498736125631258947267381459914567238385429716543692871129873564876145392,1,
.......5.5.....463..84......5...9.2..39.2...6.841.5..9...6...314.............82.4,941736852572981463368452917756349128139827546284165379825694731497213685613578294,1,
....1......7......34.......12...36...8...73.4..36..9.....4897.6.6..7..1.8......4.,692714538517938462348526197124893675986157324753642981231489756469275813875361249,1,
.7...1..385..2...9.1.5........78....7....5..42...43.9......2.....4..7..1.9.8..2..,472691583856324179913578426341789652789265314265143798538412967624957831197836245,1,
315..42..8..96......4..3...4...........4..92...932......8.1.3....3....8........16,315874269872961534964253178426197853531486927789325641648712395153649782297538416,1,
.8....6..59..134..3.29...............5....24.....41865...3....2.2.....3..6..9.1..,187452693596813427342976518614528379758639241239741865471365982925184736863297154,1,
8..............92629.1.6..8.1.73....94....86..7..94..........9.......6.2....1..34,867329145431587926295146378612738459943251867578694213324865791159473682786912534,1,
..31..76...69..8..2.9....34..42....1...84.....8...6.....7..8......329.........1..,843152769576934812219687534654273981792841356381596247937418625165329478428765193,1,
.........32..9...5...3..2..836..5.1.59..2......1.6...3..26......65..81..1..7.....,614572389328491675759386241836945712597123864241867953972614538465238197183759426,1,
..5.9.2....2.8...4..917.8.......8.1.98.3......4....97.2.......7.....132.1......4.,875493261312685794469172835627958413981347652543216978296534187754861329138729546,1,
5......89...95.3.479.....6.....3......38...5...87941...7....4...1..48.......6....,534671289681952374792483561167235948943816752258794136876329415319548627425167893,1,
.......6.1..5.9847....47....391.8.........7.....43...5..895.....967....4.......3.,487312569123569847965847312539178426614295783872436195248953671396781254751624938,1,
.5.......69..2........7.4..5..21..69..76....49....7..8..5......26.9.4....7..68...,754891623693425871812376495548213769137689254926547138485732916261954387379168542,1,
.2..9.68..6...597.........4.......5..798.......8..6.......3.7.92....984....57..6.,725493681463185972981762534612947358379851426548326197856234719237619845194578263,1,
.7.6.14......42...1....7......4...5....8..2745.....8.6.9.2....7...1...2.....5.689,279681435653942718184537962827496351936815274541723896395268147468179523712354689,1,
.1..5...2......3.....3.76.1.967.1......92......3..8....3......7.62...1.98.7.....5,319654872675812394284397651496731528158926743723548916931285467562473189847169235,1,
.4.6.1..2.1..5..3...6....4.3..1.68.........2395..3..14..........82..5.9......8...,743691582218457936596283147324176859861549723957832614635914278482765391179328465,1,
..6...1.71..7..24..4....83....5......7.623...4.........5..6.4..7..25....2....4..3,326485197189736245547912836612549378875623914493178562958367421734251689261894753,1,
.......79..5...1.3.........7...6.2..2....8..58...9.7313..2...8...7..3.......45.6.,632851479985476123471329856753164298219738645864592731396217584547683912128945367,1,
.9.....8246.3...7...2............5.62.4.......57.....39...4......378.9....8..365.,791654382465328179382179465819437526234865791657912843976541238523786914148293657,1,
........5523.86.7..6.47..........3.....6.28...........3.6....4..8273..51..5..8...,847293165523186479169475283654819327731652894298347516376521948982734651415968732,1,
.71..5...4.5.....8.....34...8.....31......975....3......6..1..7....975.69....6...,271845369435962718698173452789654231364218975152739684546321897813497526927586143,1,
6..2.3...93.....5...51....47.....3....134....56..9.7...76.3..9.1..7.4............,614253987937486251825179634748625319291347865563891742476532198189764523352918476,1,
1..89......95..7...72.........78.2.1..724..59....6...86.89.....9.1.........4..1..,134897562869524713572136984496785231387241659215369478658912347941673825723458196,1,
..3.128..5..9......78....5.2.7..6......2...6........799.1.6..3...6....9.3.......1,693512847542987316178643952217496583839275164465138279921864735756321498384759621,1,
.......6.3..5.79.........57..4.23.......6.5...7...9..1..2.9.6.4.1......3.....62..,745932168368517942129648357594123786281764539673859421852391674416275893937486215,1,
..6.7....53...........2.183....8.27.3..7....42........14..6..35..7..........14.62,826173549531498627794526183415389276368752914279641358142967835687235491953814762,1,
.....9....79.635.2..6.87........2..3...63.97.....7..5.....46.9..9........6....845,382519764179463582546287139657892413214635978938174256825746391491358627763921845,1,
.56.79..3...4.....97....54...9..2.1...5...6......6.9...6.3...52.....5......7.64..,456179283312458769978623541639542817785931624241867935867394152194285376523716498,1,
.1..7....4.6....295.9.....7...5....2.........9.1.3456...5..94..........57..3.6...,218973654476815329539642817843561792657298143921734568385129476162487935794356281,1,
.1...9..8..9.3271...58..3....2..3.977...21...8..4..1.2.....598.......4...........,314769258689532714275814369142683597753921846896457132461275983528396471937148625,1,
....84.37...52...........6.5.3....7874.1.8.......3.4.....2.....3....5..18.576....,126984537937526814458371962563492178749158326281637459694213785372845691815769243,1,
976......5..9.2.4..1...5.7...7..6.........45.6..15.....69..7.....2.8.......4...1.,976841325583972641214635879457396182391728456628154793869217534142583967735469218,1,
....4.........6....6.....132.47...3.....8.947...1..2.....3..8....8.2.6.191.67..2.,197843562543216789862957413254769138631582947789134256426391875378425691915678324,1,
2....89......4...6..6.29...8...9....7.9...458.53......9.83.....3.2......4.....62.,234568971597143286186729534841295367729631458653874192968312745372456819415987623,1,
...5..2.845..6.........9..4....2.5..23..4....8.6...4..7.48...3....9......23...9.5,379514268458263179162789354947628513235147896816395427794852631581936742623471985,1,
.....837...8..59.2.7.4...8..6.3.9...825...6...94......5.6.......4...3...7..592...,452968371618735942973421586167359824825147639394286715536814297249673158781592463,1,
.4...........1.3..8....62....2....473.....5..18..2.........71.26...5..8.21..8..35,746532918925418376831976254592163847367849521184725693458397162673251489219684735,1,
....7....7.3.948.1.9..1.3........4.2.......3...2.4..89...1.7.48.5..89..7..1.2..5.,148273596763594821295618374587931462914862735632745189329157648456389217871426953,1,
.....7.5.......7..4...3...225.6....8...3...2..9847.....7..8.....895.6........4..6,831247659925861734467935812253619478746358921198472563674183295389526147512794386,1,
6..4.13...4....6..3.1.8..757..3.......5.......2.8.........5.8.6....1......67.325.,658471329247539618391286475719364582865127943423895167174952836532618794986743251,1,
...35.....891....74.6......67.8........51......56.9..3....9...1.6.....4.3..4..59.,712358469589164327436927158673842915298513674145679283854296731961735842327481596,1,
9.263.....6....321....8.....1....93.4...2......8.......7..........39.7...3.1.7.6.,942631875867459321351782649615874932493526187728913456174268593286395714539147268,1,
...6.........31628.4.52..1.4....9.....93..25...2....81....6....63.1......1.8.....,123698475597431628846527319451289736789316254362754981278965143635142897914873562,1,
...7.....5...2..9..91.6.3.42.7..4.3.6........45.2...6........72....9........4...5,824739156536421798791865324287614539613958247459273861345186972162597483978342615,1,
....5..3.1.58.46........8.1...1.34.76.........2.6......4.2.81.....4......6.51.2..,286751934135894672497362851859123467671945328324687519543278196912436785768519243,1,
...4.8.......6..2.61.95.....83...24....3....1........99.6..2.1...........5.1..683,795428136348761925612953478583619247429375861167284359976832514831546792254197683,1,
...9.5....1.6.2.....5.....3..2....79..9.6.1.....7..4.62....9..7...4.7.913..5...4.,864935712913672584725841963632154879479268135158793426241389657586427391397516248,1,
3....5...941.3....7......4....1....5..8.4..6...4..7.91.6.3.18..8...6.....5..7..1.,386425179941738652725916348672193485198542763534687291469351827817269534253874916,1,
.....715.1...62....87.......5.........84165..6.......2......7..3.1......7.538.6..,962837154134562987587149326459723861278416593613958472846291735391675248725384619,1,
..78.3...429..58......74........2.....2.......5...79..5.4..8.37.76....8.2.8...65.,617823594429615873385974261963182745742596318851437926594268137176359482238741659,1,
41..895....9..5..38..32..4..4.93.....7..1.4....12.....7.2593...5.8.......3.......,413789562629145783857326941246937158375618429981254376762593814598461237134872695,1,
...6.1.8...6.72....28..3....9.1..8.6.......7..13......3.1...2.....9...35.8.....67,935641782146872953728593614597134826864259371213786549351467298672918435489325167,1,
86.3...97.3...86..9....1.....9.....3....1....65...3.....5...3.6.......19.7.6...28,862354197531978642947261835719846253328519764654723981495182376286437519173695428,1,
35....14...7...3.8.9..5...7..9........312.7..824...........4.93...3.2......5..4..,356278149247961358198453627719845236563129784824637915682714593475392861931586472,1,
......869.......72......1..7.8.2.....41.96....968....1.2..74..6......7.......12.3,172453869365918472489762135738125694241396587596847321823574916614239758957681243,1,
....16..22.....5..1.68..97....7.9...7.........5.3.1..9.........6..2.835.....3..86,537916842289473561146825973362789415791542638458361729823657194614298357975134286,1,
....763.....52.748..38..5....143.......6.5...64..1....3.8..7...76.15..3...5......,584976321196523748273841569951432687837695214642718953318267495769154832425389176,1,
958..2.4...26..8.......32...14..95.6.........3.6.8....4.9..5....25.....9.6....4..,958172643732694815641853297214739586587246931396581724479325168125468379863917452,1,
....1.8.........6..5.......5246.........71....9.4.5...........2.7.9.2.1524.5..6..,632719854719854263458326971524693187386271549197485326965148732873962415241537698,1,
...1.9.4....6.....91..425...........75..84...6....1..719.25.7....6.9....2..4.79..,365179842482635179917842563821763495753984621649521387194256738576398214238417956,1,
3....26...1..6.89..9.7.5.........1........5.6..7....2.....2...9...85..6..829.13..,348192657715463892296785413529647138834219576167538924451326789973854261682971345,1,
2........8..3.17.....79..4.6.7..84...8...4.1.12..6.9..........2...673......18....,279845361846321759351796248637918425985234617124567983768459132512673894493182576,1,
..1...6.4...69..2.5......9....12...61...645.2.....8.......4.9.1.....9.5.7.5.8....,921875634478693125563412897859127346137964582246358719382546971614739258795281463,1,
...48.....9..27.....46.9...231..8..........6...8..3..7.8.....7.4.61...8992...4..6,672481935895327641314659728231768594749215863568943217183596472456172389927834156,1,
...2...7....7..8.2...18.93..9....6.5..5....87......2....7.....68....6.2..29.5.1..,984263571531749862276185934792834615315692487468571293147928356853416729629357148,1,
5...6921.............1..9.3.9.64.........25.6....3..9.1.4....7.....7...2....2.35.,538769214419283765672154983395647821847912536261538497124395678953876142786421359,1,
......5...4..85..9......1.3.73.1..2..9.23...18.........5.7.94.........9..3.45.7..,918673542342185679765942183573816924694237851821594367156729438487361295239458716,1,
..37...5.5.8.1.3.4.1...2..714.......7.....2...35.....1..61..9.2....7....32..8....,263748159578619324914352687142893765789561243635427891856134972491276538327985416,1,
.71.4....96..5..4.5.896...76.....35..95..84...8.....71...........7...5.....4..7..,271843695963157842548962137612794358795318426384526971459671283137289564826435719,1,
173..8.5.5............2......7142..........1.2..9..53...18.....48....37.72.3..49.,173498256542631987869725143357142869694583712218967534931874625486259371725316498,1,
..9.1.........3...34.5.8.....47..21.5.7.....4....9.7..4...2...37..4.5.....8....9.,859612347176943582342578169934756218567281934281394756415829673793465821628137495,1,
5...9..2.7.9...1.5.2.1.6..7..6..4..1..1.8.2.6.....75..........4.........4.7..8...,514793628769842135328156497856924371971385246243617589185239764692471853437568912,1,
......3.958.6...12.2.3.1...6.41.9....5.........9.62.4...8.......3.....8..6.54....,147285369583694712926371854674159238852437196319862547498713625735926481261548973,1,
.73....4.........8.16....9.3....95....86..9.44.5..1........7....3.4.....9.7.83..6,273968145549312768816574293361749582728635914495821637684297351132456879957183426,1,
..2..19..4.1.....86...2.5...6..1..8......5.......76.......59..1.9..8.65.57....29.,782531946451697328639428517964213785327845169815976432246359871193782654578164293,1,
..8......1.5.6....34.....5.83..59..1...1..47...4...5......3..1696....8.........43,728315694195264387346987152837459261659123478214876539472538916963741825581692743,1,
895.7..4.4.6...5...7......9.5...76.2...21..5...1.....7..7.6.42..2.....6.......1.8,895173246436829571172645839354987612789216354261534987917368425528491763643752198,1,
1.3..2.9....7.4.....8.5.3.....498..74.1.......7...3.......17..3.9....2....5.....4,143682795952734186768951342236498517481275639579163428824517963397846251615329874,1,
7..23.1.....7983.5..5..62...7..1....89.......26......1...82..6.......5.29.....7..,749235186612798345385146297574619823891372654263584971157823469438967512926451738,1,
7....9.3216....9....2..1..5....3....5.1......9.3..........923.....8.5.716..7..8..,748569132165327948392481765426938517581276493973154286817692354239845671654713829,1,
....5..8.5.4.2.......9.3.6.38...9.4.....359..6.....1.3....4.3....2..1.5....5.8...,736154289594826731128973564387219645241635978659487123815742396462391857973568412,1,
1..24.96..2..51.3........4..97....2.31...47.6...6......5..1........6..1........72,138247965426951837579386241697135428315824796284679153953712684742568319861493572,1,
9...7...4..1.....5.2....19..4.........2..897......7.8....4.3829...5.1........2...,986175234431829765527634198748916352652348971319257486175463829293581647864792513,1,
.3....2..1.7..265.....8..476541..3....3....8.......1.6.....5..1....7.4........7.5,439756218187942653265381947654198372913267584872534196796425831521873469348619725,1,
5.9....1.31....9.67.2..9........71.4..1.....947.....2.2.3..4..5...7...3......26..,589436217314275986762189543938527164621843759475961328293614875156798432847352691,1,
.16.............2.......6.8..7..........623....24..517....2.8751...38...2.4..5.6.,316289754758346921429517638937851246541762389862493517693124875175638492284975163,1,
5...27.........6..63..8.52..93542.6..6...3....4.76....3.......9..827....9.43.....,519627483482135697637984521793542168261893754845761932376458219158279346924316875,1,
..15.....8........4..8..31..1.4..6...7..1..4...593........6...993...5..1.6...95..,721543896893671452456892317219458673378216945645937128582164739934785261167329584,1,
.......1..2...68..4.7..8.957.......9..1..5.87.598..6.............5.6.......41....,598743216123956874467128395784631529631295487259874631942587163815369742376412958,1,
67..5.4........267............3..9.8....9.543...2.8.....8..3.........6.5.25....3.,673152489851439267942687351714365928286791543539248176468513792397824615125976834,1,
.7..4.815......9.....1...7..4..1975......5.92........6.6.5.....5...9.4.7.18.64...,276943815135786924894152673342619758681475392957328146469537281523891467718264539,1,
1..3...........182.4..........7..52...892.3.1......9...7.8....3....3...52...547..,196382457357649182842571639931768524468925371725413968574896213619237845283154796,1,
9...5..................81....95.4..228.1...7.5...2.....5..3...78....251.47....9.8,968351724125947683347268159719584362286193475534726891651839247893472516472615938,1,
.17..8.....6......5...9...6..1.76..5....4...2...52..4......7...8...1.5..64.982.7.,317268954296435817584791236421876395753149682968523741139657428872314569645982173,1,
6...8..5.5.........4.....17..7.5........6....8....37.4.8.9.73..3.....5.....1..4..,671482953598371642243596817927854136134769285856213794485927361312648579769135428,1,
.582..........7.2....5...1.......4...3.......7.28.........4......91..57..259..8.3,958213764613487925274569318581692437436751289792834651867345192349128576125976843,1,
6......21521..8.7..8...7.......6918.....5.....3....7.......6....19.8..52.5.......,697435821521698374384127596475269183168753249932841765243576918719384652856912437,1,
.....5429....4.......26....79.45.6...351..2....4....93....1..7..4.3.7.61.........,681735429253941786479268135792453618835196247164872593326519874548327961917684352,1,
1.....4.7.97.........9..12.2....7.6..76.9.5.4.15.4.7..452.8.9....9...2..8........,128365497697214853543978126284157369376892514915643782452786931769531248831429675,1,
9...7...21.2...6....7...1.539.........6..3...7...1.5.65..4.23...6..3.4......56.29,935671842142589673687324195391765284856243917724918536578492361269137458413856729,1,
.38.167..41....6.........5.....2.3...64....7.......1.58.25....6..14....7......83.,538916742419752683726384951157829364964135278283647195872593416391468527645271839,1,
7.......5.5..3......2.....8..1...7..38.2...6.9....7.......523.15...7.6..8.3.6..2.,796428135458731296132596478241689753387215964965347812679852341524173689813964527,1,
43...9...7.......2..9......3..4.65....6.923.15.....96.9.5.........2..4...6..1....,432689157718354692659127843391476528846592371527831964985743216173265489264918735,1,
1..3.7......1..65.9........2......39.16......3.....1.5...73.9....8...21..3.6.....,162357498743189652985264371257416839816593724394872165521738946678945213439621587,1,
