Puzzle,Solution,Solution Count,
.3...9.76...6.54..7.....8....6.9....98.........38.4.....4...18.19.3.86.....71...3,435189276829675431761423895246597318987231564513864729374956182192348657658712943,1,
6.917...51.....3..........7.......562.67....1..7..92..9.2.6......1....89.5......3,629173845175984362843256917394812756286735491517649238932568174461327589758491623,1,
....4.296.....68.....7.3...8..6.9.2....5.....6...2.9.79....2..4..7..45.....37....,738145296154296873296783145875639421429517368613428957961852734387964512542371689,1,
.2..5.7.8......1..7.6......69..8.4..8....1.96..5....1......92....4.....7...14.58.,129453768458796123736218954691382475842571396375964812587639241914825637263147589,1,
.....78.2....165......386...7...5.9..25......1.3.8....9.6......2..........8...716,361957842782416539549238671874165293625394187193782465956871324217643958438529716,1,
.53..962..2.1.......43.5...27...35......9..6....4..9.7.......93......7.4.4....1..,853749621927186435164325879279613548415897362638452917781564293596231784342978156,1,
.5..8.2..9.3..5.8..2.971...8..7.9..3..2....1...7..8...5.1..76.....5.6.......1.9..,156483297973265184428971356815729463392654718647138529581397642239546871764812935,1,
4.6.....5...1.46.31.......9.8179......96..1..5...8....6475.........3.9...9......6,436978215972154683158362749381795462729643158564281397647529831215836974893417526,1,
6..7...5.54.89......95..1.8...28..79..............75..9.4..6..1.82.....6.......4.,638712954541893267729564138413285679875639412296147583954376821382451796167928345,1,
9.......45.4........6..93.......18.9..39.65....1.....7.7.8.341.36..4......5..7...,932618754584732196716459328457321869823976541691584237279863415368145972145297683,1,
.9.58..71..7...246.......8.86.7.......4.1...5.......2.9.5.......7.4.265.........4,296584371587931246413627589862745913734219865159368427945876132371492658628153794,1,
..6..3...53.7...8.....2..........6.47...1.......5..3..48.......1..84...2.276.5...,816953247532764189974128563251389674793416825648572391489231756165847932327695418,1,
.36..5......2.6....4.79.......17...5.546....3197....263.......7.....4.9....51....,736845219981236754542791638623178945854629173197453826315982467278364591469517382,1,
....76..9..94..51..61..27..69...4.23....2.....1.5..47......7....2.........4...6..,543176289279438516861952734695784123487321965312569478936247851128695347754813692,1,
8....4...2.....9.7.6.17.8.5.....5..41.5...6......9.2...2.7....8..46......8...946.,857934126213568947469172835692815374145327689378496251926743518534681792781259463,1,
........3...1..2..4...2...11...6....78..1...5534.7.....158..6..6..23.1....8...37.,921785463853146297467329581192568734786413925534972816315897642679234158248651379,1,
.....9.273..5........7..39451..7.8..7.8.3.2..........9......9.....2..75.1....5..8,481369527379524186652718394516972843798436215243851679835147962964283751127695438,1,
......8.9..68..41.5..4.6...4.329......5.6...2.8...53..8..........1...2..........6,147532869326879415598416723413297658975368142682145397839624571761953284254781936,1,
..3.8....5.......18...61.32.8...31..3.76.........29...7........1.52.87...2..36...,913582647562347891874961532289473156347615289651829473796154328135298764428736915,1,
.412.....7..6.8.......9...7.7...6.....2.....8....5.1...89.64.1.....1.6.21.45..8..,941275386725638491836491257573186924612943578498752163289364715357819642164527839,1,
......8.........9..89.124..8.26......56.9......41.3.5.....5.13.9...2...6..53...4.,567934821421568793389712465832645917156297384794183652278456139943821576615379248,1,
.......21.5...49...........12...948...5..81..34.7.....5.....29..7..1..4.28..9...3,437965821852134976619287354126359487795648132348721569561473298973812645284596713,1,
..26..9...........6.18.4.....9.47.6.3..968..2.2.......2.3...6.7....3..4..681.....,842653971935721486671894325589247163314968752726315894253489617197536248468172539,1,
.2.5...68..8..3.944.9...512.8..1...5.9...2...1...6..8......6.....6254......38....,721549368568123794439678512284917635695832147173465289342796851816254973957381426,1,
...5.9...2....46....4.2.....26......7.5...2.9....6...5.1.9.2.379..1......7...3.91,361589742297314658854726913126895374785431269439267185618952437943178526572643891,1,
.4..1..2......5.....6.42.8.71....49..2.....65..95...1......4..6.9......7...9672..,547819623982635174136742589715326498328491765469578312273184956691253847854967231,1,
.....7.4.27....6.88.59......5.....74.........6.2..1.....6.1....584.6....12....75.,961827543273154698845936217358692174417583962692471835736215489584769321129348756,1,
.................7...9...683.48.5...26..4.3...956.32...5.4..8....3.92........863.,576284193849361527132957468314825976268749351795613284957436812683192745421578639,1,
.459..7....13..69..9.8.6........9.43........6......51..3618.9...894.....5.4......,645912738821374695397856421718569243953241876462738519236187954189425367574693182,1,
.4.2....6..51..7...3.8.7.12.21..6....7..8..2...6..25.4....7.......4....5......1.3,147293856285164739639857412821546397574389621396712584953671248712438965468925173,1,
.9...4..37.5.13...2.19.64.....4.9..2..276..1...7....6.1.......9..4..16..3........,896574123745213896231986457613459782952768314487132965178645239524391678369827541,1,
....1...4.6....25.9...7..........6....53..47....7....5.314.7..66....17..4.965...1,587213964163984257924576813798145632215369478346728195831497526652831749479652381,1,
68....2.4..9.....1......56...496..2..61.........2.....943..2........38..1..5..9.2,685731294439625781712489563354967128261358479897214356943872615526193847178546932,1,
24....5..6.514..8.3.8.6.2.1....3..15...5.....1..728.....63....7...6....8....14...,241873596695142783378965241782436915463591872159728364516389427924657138837214659,1,
..5.72.........19...1.8...583..9..7.1.......2.7...894.......72..2....5..4......18,395172486284653197761489235832594671149367852576218943613845729928731564457926318,1,
3...8..2..5..36.7.8.7.2...4.......36..6...251..1..2.....3....45..2..7.8..7.......,364781529259436178817925364725819436986374251431652897193268745542197683678543912,1,
4.7...35.3.....1...5....472..3.7..2.....68...6.1.......2.3....176...4.....8...5..,417826359392745186856139472983471625245968713671253894524387961769514238138692547,1,
..94....1..3.71.........2..2.1....65.3...594...76.9......71.........4..2..62...7.,869432751523871694174596238291347865638125947457689123942713586785964312316258479,1,
...4.2...1.53..4.......9..1...1...........592.3....6.4..258.13.6...9......1.4..28,968412357125376489374859261249165873816734592537928614492587136683291745751643928,1,
..2.4..7..3.2......9..671...47.369...6..9....3............24..3...97.8...248.....,182549376736218459495367128247136985568492731319785264871624593653971842924853617,1,
94...63..2....8..1.86.1..74.7..426..........93.28.....49.........83......23.....7,941726358237458961586913274179542683854631729362879415495287136718364592623195847,1,
.....8.....9.1.65.85.....3.5..3....4.3.4..79..4.......6.....9..9...8.5......6.871,163598427479213658852647139591376284238451796746829315687135942914782563325964871,1,
2...1..78...5.....7..9..3....91......1..8.53...7..6....8.3..9......5...6....628..,295613478143578692768924315829135764416287539537496281682341957374859126951762843,1,
....76.2.1...9.5.....8.5.6.283........5.629...6......78.....6.3..9......5.7.3....,458176329176293584392845761283917456745362918961584237824751693639428175517639842,1,
...........9.4..585.3.2.4...52...7.94.....2...7.....131...3...4.......2.3.89....1,647598132219743658583621497852316749431879265976452813165237984794185326328964571,1,
4....2..669..4.....7..5.2......64.........15.7.1......15....3.2..63.....34....71.,415792836692843571873651249538164927964278153721935684157489362286317495349526718,1,
2...9...7.....2...765.......5.1.....3.......2.9.....3.6.19..4......3..29...4.531.,213596847489712653765348291852163974374859162196274538631927485548631729927485316,1,
...7.9..4..92.8..6.8..6.....56..7..92.45.6.87..34..2.....3..........4..8....72...,621759834739248516485163972156827349294536187873491265947385621362914758518672493,1,
7........21.79......8.4.57..26.84...4.5.6.......2......8....6..9..62..1....97....,754836921213795864698142573126584739475369182839217456382451697947628315561973248,1,
...23.5....67..32......5....1....9......2.8..6.75.123...3.861.....15...........7.,178239546456718329329465781214873965935624817687591234743986152862157493591342678,1,
.61..7...5..3..6..4..8....2......2.86.....4.3...7...........8.42.7..853...4..6.27,861257349572394681439861752713645298625189473948723165356972814297418536184536927,1,
..87...6..31.6....2..95.3.1..2....3.9...712...83..95...6...7.9......6............,598713462731462859246958371172685934954371286683249517465827193829136745317594628,1,
..95....65.274.................94...8....6..7....2.583...9....82.....3.97.....4..,489512736562743891173689254357894612821356947946127583634975128215468379798231465,1,
.4.2.5..1...........1..93..4..8....261...........9...6.....34..32...65..5.4..19..,843275691956318274271649385495867132618532749732194856167953428329486517584721963,1,
.8.45.1.2....6...5.713.....8.....5.....12867.1...7.32..6.2.....7........3...1..6.,689457132243961785571382496827693541435128679196574328964235817712846953358719264,1,
.....1...8.52.....7.3..41..3..6.24..28.1...3..61............8.71..5.3....5..2....,649831572815267943723954186397682415284175639561349728932416857178593264456728391,1,
.....5.....317.8..769.38...1...9.....7.4.36.....75........1754.8......7.61.......,481965327523174869769238154148692735975483612236751498392817546854326971617549283,1,
.2......1...56....6..2.3...9...7.8.22......7..81.....3....3..6......8..5.5...2.38,523487691418569327697213584965374812234851976781926453842735169376198245159642738,1,
..87.5....5..9.3.4.2..3.7.8..3...8.9...28..................3.....7.....19...1852.,348765192751892364629431758273156849495287613186349275512973486867524931934618527,1,
....2..1..9........7.1.85...437..9......1...7...9...4....4..28..1...5...324...15.,835627419291543678476198532143782965569314827782956341957461283618235794324879156,1,
..251....7....2....5349......92...57..1..3....8.......4.7.2...9...7..1..1...59.72,892516743714382695653497281349261857571843926286975314467128539925734168138659472,1,
..1.....9.59..6.3.2...95.1.5..7......63...4.2....6....1...793...2...1.....43.....,841237569759146238236895714518724693963518472472963851185479326327681945694352187,1,
..28......9..5......51.73.96...1...72.....9.1..87..2..8.3..5.......8...5....6..8.,162893574397456128485127369639512847274638951518749236843975612726381495951264783,1,
7.9..4.....4.....68..97.....7.6.25.95..7..........8...4..5.92.868..2...4..54..3.7,759264183324815796861973425178642539536791842942358671417539268683127954295486317,1,
18.......5.....34.6...54..9....3.9.....6.28.591......6.6.3.....3...41.8..........,184923567592716348637854129826135974743692815915487236268379451379541682451268793,1,
.......68.....8.....1.7.....397.......7.65..1...1...7.8........75.3.6.1...6.293..,324951768975638142681274593139742856247865931568193274893417625752386419416529387,1,
..6..2......749.3..4......5..8.3.27........8....8..6.4.9...3.4..5..2..9.....8...3,986352417512749836347168925168534279475296381239817654891673542653421798724985163,1,
5.6....9........6..3..6.5..8.9....7.7..4.5.......3.......74.9.....6..742.8...3..6,526374891978512463134869527849126375763485219215937684652741938391658742487293156,1,
........997...5.4......2.8.287...9.....3...2.5.6.......4....75.7..96..3...3...6.8,865743219972185346314692587287514963491376825536829174649238751758961432123457698,1,
....9...52......4.......31...49...6...957...36.73..............3....29.4...4.3627,813694275295137846746285319534928761129576483687341592462759138371862954958413627,1,
1......6.284.5..1...74.......9..41...1.68.54...5...8.9.....1...9..2......5.8.....,193728465284956317567413982839574126712689543645132879426391758978245631351867294,1,
....3..7......9...935..8....6.1..7..48.36.....5.....18........3..35.69..1..8.....,648231579712459386935678142269185734481367295357924618594712863873546921126893457,1,
...5......8..46.....517..9....7..4.1.6.41.5...7..8..629..8.......76....42........,621539748789246153435178296592763481368412579174985362913854627857621934246397815,1,
..3..28.586............3....7.52..69....1...72.6....1.9...5...2.3.7....8.17......,793162845861495723425873691174528369359614287286937514948356172632741958517289436,1,
...4..2...1...27.9...96..3..7....6....2...84...3....1....69...1....71..6....3..2.,936417285415382769827965134578143692192756843643829517254698371389271456761534928,1,
....7...2.4......37..6.8.1.65.....3....8.5.....13.64..4..2..17..6.....84.1.7.....,596173842148952763732648519659417238374825691821396457483269175267531984915784326,1,
...89.........261.....63.........85.9..31......1.4.....5.6...2.8..9...3..36..41..,162897543398452617574163982643279851985316274721548369459631728817925436236784195,1,
27.8..4..........9.5..94.86.4.6....5.35...........29....623.7....4..........6.3..,279816453468523179153794286942671835735948621681352947816235794394187562527469318,1,
......8.4...9.7.....2..871......5.4...71..2....1.....59146...7......4...2.6751.8.,173526894468917352592438716329865147657149238841273965914682573785394621236751489,1,
.1....3.4...2.6......7....8.9...24.....1..........9..138.......9.68.47.31.79..6.2,712598364853246917469731528691382475234175896578469231385627149926814753147953682,1,
..9....53.4.....2...7.5.4.8..3.9...4.6.87.....2..4...6.7.3..........6.7.49......2,289764153145938627637251498513692784964873215728145936876329541352416879491587362,1,
.8....7........3.........2115...48.23.....17......8.3..4.17......7..6..56...834..,281359746794621358563847921159734862328965174476218539945172683837496215612583497,1,
7....35...6..45.....4...86..3..5....1.238......62...7.84....1......74..2...5.....,789613524263845791514729863938457216172386459456291378847962135395174682621538947,1,
186.............2.7.3.......482.31...9.1..4.8.....6..2.7...2.8.8......9.....17...,186529743954731826723648519648293175392175468517486932475962381861354297239817654,1,
.........8..5....33..1.9.7.....93..7...78...5..84.5.6.....7...473...6..89..8.....,417238956829567413356149872245693187693781245178425369581372694734916528962854731,1,
72.9.53........8.....2...9.9.......4.38..7.2..7..42.3..8.......5.4.3..19......47.,726985341319674852845213697952361784438597126671842935187429563564738219293156478,1,
.9.....4.6....9...54.1..6..8...5....2.3...1.....63...2.5..9.8.3.81....5.........6,192765348637849521548123679869251437273984165415637982756492813981376254324518796,1,
.5..63.4.9........4..95823...........2..867...873.4..6..4.......3..7.9.........23,852763149973241658461958237645197382329586714187324596214639875538472961796815423,1,
7....4.....135.87.8..1.7.9...3.......4....1..5..6..7.4..7.2.6..39.........6...5..,769284351421359876835167492673841925942735168518692734157928643394516287286473519,1,
..9..3........81.7782.....38.6....2.2.....791.74..2...9.....6....13....8....6..7.,619743582345298167782516943896137425253684791174952836937825614461379258528461379,1,
..............348146.......512....6.8....4.....4...9...3...5.422...6.3.....1..6.9,183247596927653481465891273512389764896724135374516928631975842259468317748132659,1,
.9..587.6.2.1.6......9...........6....86.2.7...2.8.1...5.2..49...4..........645.8,491358726327146859685927341943571682518632974762489135856213497174895263239764518,1,
...51...3......57.3...9..4..1.35......7..9...2.6.4......41....96...3...417..8..5.,742518693961423578385697142819352467457869321236741985524176839698235714173984256,1,
...2.75..6...31..7....5.3.1..7..2.....17...6923.......5.6........3.65.827........,318297546695431827472856391967512438851743269234689175526378914143965782789124653,1,
...4...383...6219.2.7...6..8.2...3...........69..8.41..8..3.9....6.........7..8.6,569471238348562197217893654872914365431256789695387412784635921926148573153729846,1,
...6.25.3......7.......1.2.27......8....84...8......45..72...1..2.1.3...35......6,719642583542839761638751429274516938195384672863927145987265314426193857351478296,1,
7..1.63....2......8..4........3..4..3..2.7..565.......2...1.86.5.6..3..4.....4.7.,795186342432795618861432759127358496349267185658941237274519863516873924983624571,1,
2..9..35.5..3......36..74.....4...3...98....6....6......473.59.9....4...8...9.67.,248916357597342861136587429762451938459873216381269745614738592975624183823195674,1,
42...65......5.37..7.9.2..11...9...3.....56.....12.....5..41.3......91.....3....7,423716598691854372578932461145697283732485619869123745957241836386579124214368957,1,
.....8.52.8.75..3..62.......7.2.......46..1....6....8.......72.1.7...46..3.......,743168952981752634562349817875291346294683175316574289459816723127935468638427591,1,
....3.8...35..2.4.2......9.9...2.58....3..7.....7...29.....5.....32.....87.69.2.4,169534872735982641284167395917426583428359716356718429692845137543271968871693254,1,
.2...53....32..97.9.4...1...........5.6923.1.4.7.......41.5........4.6.97..3.....,128795364653214978974836125392471856586923417417568293841659732235147689769382541,1,
.7.9.4............9..152...5...18...42...5...1...3.4..2..8..37..3...12.9..5....48,372964581651783924948152637563418792427695813189237456216849375834571269795326148,1,
9..1...7.74.....952.....4.....26.7.1..9.7.6.8..2..1....1......6...8.....4.....9..,965134872743628195281795463834269751159473628672581349317942586596817234428356917,1,
.213........4..7..6.7..1.........58....83..27..8765..3..5.8...........3.48......6,521378964839456712647921358376142589154839627298765143965283471712694835483517296,1,
....59.....5.2.3...2.41....74....2.5..........53...48..1..4.7....29.81..3..7..5..,137859642485627391629413857748396215261584973953172486816245739572938164394761528,1,
...7.2......6..1..9.6.8..4...9....6...7.3...43.297..1....3.......12..78..8..1....,418752936235649178976183542859421367167835294342976815724398651591264783683517429,1,
.26....97.4..7..86.....825...8.......1.4....2.5...7....92.4.......56......79...4.,826354197145279386973618254238196475719435862654827913592741638481563729367982541,1,
.1268...............37..1.9..8.2...........176.......8.679.5.2.2...6.35.8......9.,912684573756139482483752169178426935524398617639571248367945821291867354845213796,1,
.49.68...2.8513..4..3.......1...4.....5........2...3.5...6........8.26.3..4.9.2.1,149268537278513964563479812316954728485327196792186345827631459951842673634795281,1,
6.....94.....5....58......71.76...2....5.2.14..4.1879.8...6..7.4...8...1...9..8..,621837945749156283583429167137694528968572314254318796815263479492785631376941852,1,
......86...5.7.9.....1.8....24.9..7..5....6...7...6..5....64.8.8....7..4.9..1....,713459862285673941946128753624591378358742619179386425532964187861237594497815236,1,
....6..4.3..2.....8.4.5...6..2.8.....3.6.....4.5......7.184.6.5..6.1..3....7....4,257168943369274581814359276692485317138627459475931862721843695946512738583796124,1,
.....1.7..28..4.3.1......98.1..8...958..97....7..4.3.2......5...4.25.....9......4,459831276628974135137526498314682759582397641976145382863419527741258963295763814,1,
95.2..7.3.1...39....27...86..9.........9.5.2.......69.83......57..........5.12...,958261743617843952342759186289634571164975328573128694836497215721586439495312867,1,
.......2.....68...5.....6....129...6.....6.926...751....2...95..53..97.1.6..1....,396451827217968435584732619831294576745186392629375184172643958453829761968517243,1,
36...9.1...51..9.4...82...6......5...9.5...2...1.9.....2.3.....41..6...8..8....3.,367459812285136974149827356732614589694578123851293467926381745413765298578942631,1,
.............8...36.94....55.8.......3..2..9.9...531.6....65.8.85.19..4..123.....,385276914241589763679431825568917432137624598924853176493765281856192347712348659,1,
..7...2...9....476...1...3......5....4.9.....7..42..5.2..65.71.........9....326..,837564291195283476462197835628315947543978162719426358284659713376841529951732684,1,
...8.....7...4..5.9.....4......5.6....2.3..7..3..7..854.6...83285...4..9..3......,364815297718249356925763418147958623582136974639472185476591832851324769293687541,1,
.4...795..2...8........582...681.2..9...2.1....8.4..9.......54..........5.....67.,841267953325198467697435821476819235953726184218543796169372548782654319534981672,1,
.6.1...2..1....7..3.....5.44....5....5.....9.....2.1..2....9.6.6....3..7....52..3,564137829912584736378296514421965378853741692796328145235879461689413257147652983,1,
4.2.....1...6..58..1.....2...8.6......1..9........5..6.29.58.6..5.7.........917..,482537691937612584615984327578263419361849275294175836729458163153726948846391752,1,
75.1.4...9...23.1.....7..2..1376.2...2.4..3....6....4...1.....3......7.......6..5,752194638964823517138675924413768259829451376576932841291587463645319782387246195,1,
.452....3....5...86..7....2.5..3...99.....6......8..24..........2..945.6.3..2....,145268793372951468698743152254637819983412675716589324469375281827194536531826947,1,
....6745..7...23....4.53.7.....1..822.5.......81.....3.12......7..8...158........,328167459579482361164953278437519682295638147681274593912745836743826915856391724,1,
...9.8561.....7.9.........7..1...8.69....6.....81.........79.3..23.8.6....956.18.,237948561614357298895612347341795826952836714768124953186279435523481679479563182,1,
78......5...9....1.........9....7.58..1.6...4.748..9.....1.3.47..6.5........94...,789431265635982471142576893963247158851369724274815936598123647426758319317694582,1,
.7.1.68..5.......9..9...17...6.5..94.....376..4......1..3.....54..5...3.9....7.8.,274196853518372649639845172826751394195423768347689521783964215462518937951237486,1,
2..4....1.....2.....19..8..5.93..............4..1....8.1..639.2..589.1.4.8.....6.,257438691896712543341956827579384216138625479462179358714563982625897134983241765,1,
..5.8....12..3...87.35..4.1...3......4.9527.....71.945...2.5..9........4.7...13..,465189237129437658783526491957364182841952763632718945316245879298673514574891326,1,
......7.3.38..4........1..2..9.2.6..8....7..936.4..8..78.2...9.........6.9...617.,941582763238674915675931482159823647824167539367459821786215394413798256592346178,1,
......62......9..8...876.3....94.....2.....73......8.28.42...199...3..46...1..2..,798513624136429758245876931387942165529681473461357892874265319912738546653194287,1,
....3...9....5.2..14...2.85..2....5.83.7..4127........38..74....9.....4.2..3.....,528437169976158234143692785462819357839765412715243698381974526697521843254386971,1,
....7..63.3...6.7.6.....12.12..53...7...8......41..8....5..8....4.2..51.....3....,592871463431526978687349125128753694759684231364192857275918346843267519916435782,1,
........78....5..23..1..8...........1.7.683.5...3.9....3....7...2..5.1.6...8.65..,251684937894735612376192854983547261147268395562319478635421789728953146419876523,1,
..3....5..9.7.1..6.....2........63.92..3.9...3.....62......7..2..18.5.7.5.6.....1,613948257892751436754632198147526389265389714389174625938417562421865973576293841,1,
.62.....5..7....3....5..91...39.61.8.7..2.6....6..7...8.......9.....32.......9.5.,162398745597461832384572916253946178478125693916837524825714369749653281631289457,1,
.....1..4..4.3..1..82....39.2.84.5..3.5...8...4...7....7.4....2...2.........73..5,637981254594732618182564739721846593365129847948357126873415962456298371219673485,1,
.....2..8.4....37..8...152....6...3..7..281..5..1..6.......57.4.....48..2........,135762498642589371987431526418657239376928145529143687893215764761394852254876913,1,
9...3.....3....5.675.....8.3......7.27..15....91.8...2.2...6.9.......2.1....9...8,916538427438972516752164983385629174274315869691487352123846795869753241547291638,1,
2..4.3.....8.......39.5..72342.....6...7...4.6....9..85.6.....98...96.....3......,261473985758921463439658172342815796985762341617349258576234819824196537193587624,1,
.8..94.134.3.........6.7..439....7....57......6...1...8.4......1...5.9.8.......56,687294513423815697519637824391546782245783169768921345854369271176452938932178456,1,
.2......69.8.....4..7..2.9....8...5.6.....4.9....71.2..4..9.......6.......9.8.1.7,324958716958716234167342895472869351681235479593471628746193582815627943239584167,1,
6..........3..142.9...48..5..6....484....923...5.....1.29.351................298.,647253819853971426912648375396127548481569237275384691729835164138496752564712983,1,
.........8.19.24.7...41.8.5..7..4..1.........39...1..2924................5.2839..,645738219831952467279416835567824391412397658398561742924675183783149526156283974,1,
..4.9...82....1..75...32.1..4..8......3......1...5.........5.72....1.98.9.5...4..,714596238236841597598732614642189753853627149179453826481965372367214985925378461,1,
96.....81......9.5.15.79.....842.6...........54.6...2.4...6....7...9...4.862..5..,963542781274186935815379246198427653632951478547638129459763812721895364386214597,1,
.....34...............9.7..2.....387.6.......587....9...362.57.4....8.2.62.43...8,958273461732146859146895732214569387369782145587314296893621574471958623625437918,1,
4......8.27........817.3...3.............62......4963..1463.79.....1......98.74.2,496125387273498156581763924368271549945386271127549638814632795752914863639857412,1,
..94.81...3.6..28.6..23..4.1.....6.3.....3..7....8..9.9....4....7...2.......7....,729458136431697285685231749148729653296543817357186492912364578573812964864975321,1,
..7....8...19....3.5..4896......6................5.79..3..7.84..49.8..3.7.64...59,497163285861925473352748961978316524524897316613254798135679842249581637786432159,1,
3..2...74.......63.2...8....3..6..52.....17..4.8........2..654.........18...4....,396215874581974263724638195139867452265491738478523619912386547643752981857149326,1,
5..3.......3.2.58.4.....6....2.......5.46..79.6.9..3.8..8....3....2...9...7.8....,586341927173629584429857613892735146351468279764912358248196735635274891917583462,1,
