Puzzle,Solution,Solution Count,
5.3..8..42....3.87..459......9.7......8.....94.........4.2..8...27.359.....8.7.1.,513728694296413587784596231139672458678354129452981763341269875827135946965847312,1,
5.9..46......2..34....61....7.5.......623..172.3.9.45...........6..13.2.........5,529384671617925834348761592971546283456238917283197456732659148865413729194872365,1,
.97..6.4.......651..3.12.7..2.7..9....9...1..7...2..35..6.......4.......5...9.216,197586342284973651653412879425731968839645127761829435316258794942167583578394216,1,
.3..4......2..6....873.5..66.54....932....4...7........9.5248.....6832......9....,136249578952876143487315926615432789329768415874951632793524861541683297268197354,1,
5......8.....46....231................862..7.4.7....3.6....4..73..7...162..3.8.45,546293781719846253823175469152437698938621574467589132685914327394752816271368945,1,
......8316......272...184.55.7..4.8..6.3....4.2........3.....1.4.87......52......,945276831681435927273918465517694382869352174324187596736549218498721653152863749,1,
3..4..5.8..56...7..749.5..1......7...58....1...63...84......94......9.63.....7...,361472598985613472274985631132894756458726319796351284513268947827549163649137825,1,
.2......64.3.917...15..7....571.64....6.7..92...4..........4..9...5.....2.....1.5,729845316463291758815637924957126483146378592382459671531784269694512837278963145,1,
947.12...23.........5.......7......56...741.3....2.....96....3.3.16.9..7....4..5.,947312568238765419165498372874931625629574183513826794496257831351689247782143956,1,
....7.54....543....9......1.1369.47....3.7.1.8...5..96.....9....318...........65.,362971548178543269495286731513698472649327815827154396256439187731865924984712653,1,
..6.9..1....25.....417.3.25.1....7..6.3........7.4.9.617.......3.......9.59..7...,526498317738251694941763825415936782693872451287145936174329568362584179859617243,1,
........4.6....3.....3479.2..47.8.266....1...2..4.91.3.........78.2.....319......,923156874467982315851347962194738526638521749275469183542813697786295431319674258,1,
.5.2.....31..98.......4.7.....7...1.1......35.8....4...41.7.98....5...21.........,954237168317698254862145793425783619179426835683951472541372986798564321236819547,1,
......8...4....6.9.......3447592.......6......63..7.9853.4...7..9....5.32......6.,916234857348751629752869134475928316829613745163547298531486972694172583287395461,1,
..4.3...912769.........4.26..9....7..31..8.6226.4.7..8.8.....3.............3...8.,654832719127695843398174526849263175731958462265417398486521937913786254572349681,1,
....3...8.......65......2.9.95.637..2.8..7..1.6...2.......8.....31.95..7.....615.,512639478974128365386574219195463782248957631763812594457381926631295847829746153,1,
.579..61.9..1..34..6.7...9..1................42....159....7.5.....6.2...7...43..2,357924618982156347164738295619485723573291486428367159246879531835612974791543862,1,
..2......8..69...46.1..25.8...9..4.12.386..9.....3......6......5.9.1...........2.,472158963835697214691342578768925431213864795954731682126473859589216347347589126,1,
.685..7...5...968.2..1...4...7........9..........64...4..7.2.5.......9.....61.8..,968543712154279683273186549627951438849327165531864297486792351715438926392615874,1,
........3.....1.........5.88.....6.4..3......91...5.2.3...549..1.2.89.....836.1..,521698743784531269639427518875213694243976851916845327367154982152789436498362175,1,
9....5...6..8..2.1....7..5.4......9..1..9..47....2..8.....54.16...7614.......87..,972315864653849271841672359436187592218593647795426183387254916529761438164938725,1,
..7.24.9.2...5....1....9.......4.56..9......73......426....197.415.3.2...........,857124693249653718163879425721348569594216837386795142632581974415937286978462351,1,
...6..7.3......5..........67....5....4387....58..34..9..8...2.4..7243.....6..8.9.,815692743639487521274351986761925438943876152582134679358769214197243865426518397,1,
......43...6.29.5...95..1.....28..........8.....1463.2.53.....1..4...2.....8.39..,725618439146329758389574126931287564462935817578146392853492671694751283217863945,1,
4..15....3.6.2..5.2.5..31.4.....15.8.....6.........329..36...4...8...6....2.4.8..,487159236316824957295763184734291568829536471561487329953618742148372695672945813,1,
..7...5..6.......11....2...7....3....4.86.17...8.5..34.3..8.2...56......4..5..6..,327418569684395721195672483719243856543869172268157934931786245856924317472531698,1,
28..1...........59549..8...4...3..6..23..4...1.......839....216..6.....4.......8.,287915643631742859549368127478531962923684571165279438394857216856123794712496385,1,
...849725....65......2.......6.87..4....2..1..2.1.4...49.75.18......6..7.......4.,631849725274365891859271463916587234748623519325194678493752186182436957567918342,1,
4.62....827...1.....5.7.4......478...52.9...6..86.517..2........6.....5......4...,416253798279481563835976412691347825752198346348625179523719684164832957987564231,1,
........6..4.67381..6.5.94.3..1..5...897..1..65..3........1..........8.....9.87..,713489256594267381826351947347196528289745163651832479478513692932674815165928734,1,
.1.6....36..9.4.5..5.13.2.42................9..6..........1..4...1.5973.4.23..9..,714625893623984157958137264249571386137846529586293471395712648861459732472368915,1,
1.786.35.8.29..76.9......8....329...............75.....5....8...981....66....7.2.,147862359832915764965473182586329417371648295429751638753296841298134576614587923,1,
...4......83..1...1.7.9........3.......7.6.9.364.5..7....5...1684...7...9..81..3.,695483127483271569127695348279134685518726493364958271732549816841367952956812734,1,
...2..85....9.7..............4..25.1..2....7..871..6..9...1..8.5..6..1.4..1...9.7,749261853813957246265483719694872531152396478387145692926714385578639124431528967,1,
.8.7.56...248......9...6..1..16.......6.1.7........4....9.4..2.57.9....8...5.....,183725694624891375795436281941657832836214759257389416369148527572963148418572963,1,
..83........78..4...3..951....1..8..7....8.64....5..37..9..16755..84.9...........,458312796196785342273469518624173859735928164981654237849231675517846923362597481,1,
763..8....195...8.....9....68..4.9..4..6..15...1.3.....9..7..6...7...3...4.....1.,763418529219567483854392671685741932432689157971235846398174265127856394546923718,1,
...........16.9...7..8436.9.84..1.3....3.7.....9.6.....4..96...9.217..8..1.......,698715243431629578725843619284951736156387492379462851843596127962174385517238964,1,
......357..427.1.8..8.......9...2...3...4........89..392.73..4..4.891....1.......,269418357534276198178953264491362785382547916657189423926735841745891632813624579,1,
.49.............2...7...3..1...2..8.47...1.....578.....3257..9.......45.8......32,249153678316847529587962314163425987478391265925786143632574891791238456854619732,1,
9.8...26.....287..6...97.3..64....852..5......87........2.....38.5.....9.3..7....,978153264453628791621497538364712985219586347587349126792865413845231679136974852,1,
..7..9...21.....5..65......6.1....8.8......27.39.8.5...9..258.6...1.....5...7.19.,347859612218746953965312748621537489854961327739284561193425876476198235582673194,1,
..187.6...73....8.6.9..2..4...6...19...31.7...4...8......12.39....78..........4..,451879623273461985689532174325647819896315742147298536568124397934786251712953468,1,
.....2..6.8...7..9....63714..1...2.....24..9.79....3..9....6.733...941.....7.....,147952836683417529529863714461379258835241697792685341958126473376594182214738965,1,
.27.6......63.9.8...8.1.25.1.26..9...6....7.5..9..1..3....9.....9..........7.5...,427568391516329487938417256152673948863942715749851623675194832391286574284735169,1,
.....6..9.1.....3892.8.....43.62.........5......3198...8.......2....4...651..234.,843156729516297438927843615435628971198475263762319854384761592279534186651982347,1,
.....6..395.8.2.....2..39.86......4..7....28..28.4..7..........78.5.....496......,847956123953812764162473958619287345374695281528341679235164897781529436496738512,1,
.....7.2.....5..9..6.1.8.......4..7..2.5.........79.5..92.6.54..54.9...767..1...2,418937625237654198965128734586341279729586413341279856892763541154892367673415982,1,
9.52...8..82...4..73........7.49.12.......3.81..3.7.....9...2..3..91.....4....5..,915246783682731459734859612573498126496125378128367945869574231357912864241683597,1,
4.72..18..1.7..92.......4.515...2....9..7.....681.......9......2..8.6......51....,437259186815764923926381475154932768392678541768145239589423617271896354643517892,1,
....41..5.4.3........9.71...23....17961....4.........2.32.6....45..7......9.25...,397241865145386279286957134823594617961732548574618392732869451458173926619425783,1,
..4.51........82..5....7..8..13..6.......53......4...2.5....736...27....8....61..,284651973679438251513927468791382645428165397365749812952814736146273589837596124,1,
.6.3......5..9.7487....5.9.....3...5.8......7.........8..1..3....34.981.4..6...59,968347521351296748742815693274938165689521437135764982896152374523479816417683259,1,
4....7...98.3.........2...............349..8...42517..1....3..5..8.15..259.....4.,425187396981364527637529418219738654753496281864251739172943865348615972596872143,1,
..8...2..73.1..6..........3315.4..8..82...4..........2..7.3.5..12..8..7..5....864,598463217734192658261875943315249786682317495479658132847936521126584379953721864,1,
7...............9.62..1......2.4...6.6...2..39.8.3...7..9..7...1...96.8.38.......,793564128851273694624918735532749816467182953918635247249857361175396482386421579,1,
9..84....2....1....1...3..7..94.7.28.7...8..1....9..36..6.......8........3..74...,957846213243751689618923457169437528375268941824195736496382175782519364531674892,1,
7...1..4.8....29..9.24.3..5...7.45.8........2....9.47.518........3....89.........,735918246841652937962473815129734568457186392386295471518369724273541689694827153,1,
.......3..89...5.2.4...5....6.....28.7....95.......7.4..8.49..775.3...9..2...6.4.,516287439389614572247935681465793128172468953893152764638549217754321896921876345,1,
......5.2....6....2.7........561..9.....47..3.......5...9.3..1.576.91...3.12..47.,618974532954362781237185946845613297192547863763829154429738615576491328381256479,1,
..9.5...763..4.125.4....6.....1..5....7.....21.............7.9.356....7.....1.4.6,219856347638749125745231689893172564567483912124695738481567293356924871972318456,1,
29....5....3.......65...2.7..8......579...1.8.1..7.9.....1.98.2..6...7...2..87.1.,291736584743258691865491237638912475579643128412875963357169842186324759924587316,1,
1......36.6.2....7....5..9..813.72.95..8.9.7..7......1..7.....52.3.......95.....8,152974836968231547734658192481367259526819473379542681847196325213785964695423718,1,
..3.......4......195...3......1.5...83.9.......74..3....2..7.19...5..82.4.8..2.7.,283761954746859231951243687624135798835976142197428365562387419379514826418692573,1,
.......7.8.47.5...75.34..9.......961.6..9753....4....73...18..........16.1.......,623981475894765123751342698475823961268197534139456287346218759982574316517639842,1,
...85.........2...8..619..4.49..6....2.3...4..13.9...5......1....1..54.8....83..6,192854367465732981837619524749526813528371649613498275386947152971265438254183796,1,
6....23....19..48.4....31.............23....8..6.....2..76.8..4.9..4..7....1...9.,678412359321956487459873126185724963742369518936581742517698234893245671264137895,1,
.....89.6........5.9.37...172..9.8...561.3.721..2..6..............7.2....3.5.9...,271458936368921745495376281724695813956183472183247659612834597549712368837569124,1,
.3....2.95.17....48..3.......3..7.1519.54.32..8.9.3..7.............59.....2...4..,734185269561792834829364571643827915197546328285913647458231796376459182912678453,1,
......47....5618..........5.46.1...9...6...5....79..............5...2.8778.4.912.,569328471437561892218947365846215739971683254325794618192876543654132987783459126,1,
.1....89.2...1...3.5.6....4.........8......1......2.5.9...23.8.68...1..53..4.6...,416235897298714563753698124532169748849357612167842359971523486684971235325486971,1,
.218.3.9.93.........4.7.......62..8.6.3.......9....1......67..1.47..9..8....4....,721853694938416752564972813175624389683791245492385176859267431247139568316548927,1,
.1..2....635......4..6.7...5..3...4..2..6.....6...9.51....46......7.....7..9.5.34,817423965635198427492657318579381642128564793364279851253846179941732586786915234,1,
...6.29..3..49..8.6.2.7.....7.36.....4.8...56..5.....9.3..2.4..8.................,481632975357491682692578341978365124243819756165247839539726418814953267726184593,1,
527...6.4.1..7.9..69..8...52..81.7..4.5....2.............1....9......8......92...,527931684814576932693284175239815746485769321761423598376148259942657813158392467,1,
..........5...16737...832.1.....7..6..521.9.......5.........52..2....8.7..9.6.1..,231679485958421673764583291412897356375216948896345712647138529123954867589762134,1,
...7.....1.892........4...7...8.9.6.61..5..8..5..7...9.2.6.5.4.........1....14...,594761832178923654362548917247839165619452783853176429721695348436287591985314276,1,
.4..6..5.6.37.98...5.4.37..7...825.9...3....6.......2...5..7.8.............9..4..,147268953623759814958413762736182549582394176419576328395647281274831695861925437,1,
........2.....9.......1..6..8..2.67...34..18..96.......1...3.2...297.83....86...4,341658792867239451925714368184325679273496185596187243618543927452971836739862514,1,
..2........1..2.9...65....1...1.3.5..8.2.6.......5.34..43.8...66..9...24..9.....3,892317465531462897476598231924173658385246179167859342243785916658931724719624583,1,
.....5.28....2...36.....14......8.65...3..2.417..........7.2.5..3.1.6.......5.3.6,319475628784621593625983147493218765856397214172564839968732451537146982241859376,1,
..6..1854..8.....72......1...74...9.1.5.82...84....2..9.2...57...4....62.....6...,796321854418569327253748619627453198135982746849617235962834571384175962571296483,1,
7.49....82.8..4...51.......87.1.6......5.....45672...168..519..1...6.2.....49....,764915328298374615513682479872136594931548762456729831687251943149863257325497186,1,
259...3..8...4...7.7....2.....3..7.6......85..95.....4.365..9.......3.....8...57.,259761348813245697674938215481359726362417859795682134136574982527893461948126573,1,
62.8...7....9.......1...6.3...124..64...6..29.......3.8..2..7.......9..2...7.3.8.,629831574374956218581472693937124856458367129162598437893245761715689342246713985,1,
..........6....8545.....3..8...1...2..46...3......5....524...6..7...32..4.1..7..8,183546927267139854549872316895314672724698135316725489952481763678953241431267598,1,
......6........4....92...7.2....8....8364.....745.296..68...39...74...5.5.....7..,845397612721856439639214875256978143983641527174532968468725391317489256592163784,1,
8..1.5.......36.7..3...7512............59.386.1...8..9...8...2......2..3..1..37..,879125634152436978634987512398264157427591386516378249763859421945712863281643795,1,
5....789.8.35...74.6.4.......1.5.....5.943.....87..9...36...1....73........86....,524137896813596274769482513971658432652943781348721965436279158287315649195864327,1,
.8........4..75.....5.1.32.7.......6......2.7......8.....42.1.86...3.57...3.5..62,186342795342975681975618324731284956468593217259167843597426138624831579813759462,1,
....6....53.2...769.......3.5..1...94....27..6.94.5..1..6.49..5......3........1..,748963512531284976962751483257318649413692758689475231376149825195827364824536197,1,
8956..2....69..47.47.........1..67..6...7512.5..2.8..471....9...............8....,895647231126953478473821569241396785689475123537218694718532946354769812962184357,1,
..1.8..2....2..48......3........6798....48.62.........86..74.1.....1.34...3.6...9,451687923936251487782493651524136798317948562698725134869374215275819346143562879,1,
...98.5....92...68.214....9.........7........2.6..7.......6...4.54.2.9.69....4.72,647983521539271468821456739413695287785142693296837145172369854354728916968514372,1,
38......4.4...6..7..9.......1.8...3.......9..6..7...12.9....186....9..2.176......,381975264542316897769482351917824635425163978638759412293547186854691723176238549,1,
.241....69........1..7.6..3..5..197..9..25.6.......5.2....6.......3.....3..29.1..,724139856963852417158746293235681974897425361641973582412568739579314628386297145,1,
..6..9...9..2....452...4...4...72.1....9.3.7.6..1.....7....1.4..3.7...5...1.36...,346819725918257364527364981493672518185943672672185439769521843234798156851436297,1,
.3....49...2..9..5.9...5..87.8.....2..4..7..1.1524......7.8...4.......13.......2.,531728496872469135496315278768951342924837651315246789257183964649572813183694527,1,
3...8.....8..2.9.457..1.8..7..8.4...9..17.35.13..92.8...........1.....9....3..1..,324689571681725934579413826752834619948176352136592487867951243413268795295347168,1,
6.5........328....42.7..35.5.6...7......69..83.94...26...57......4..8......3.4...,675943281193285467428716359516832794247169538389457126962571843734628915851394672,1,
...4.3.7....28.31...8..96..8.....13.6.4.......17.......86.2....4.9.71....2...48..,261453978975286314348719625892547136634192587517638492186325749459871263723964851,1,
..8..7......2...4...268....1...9.47.4....658..2...59.1..64.8.......527.....9.....,648517239751239648392684157165893472479126583823745961216478395984352716537961824,1,
3..5..42...59.7...94...1.6........317.13.5..4...4...9.....6....52......6.3.......,317586429265947813948231765482679531791325684653418297879164352524893176136752948,1,
.3.418...1.2.5.......3..5..2.4..7.8.58....39.3.......1..78...4.8....1......9.....,935418276142756938768392514294137685581264397376589421657823149829641753413975862,1,
...9..4............8......54..8....2258.3..141.....9..8..3....13.9..4....2.5.17.9,761958423542163897983427165496815372258739614137642958875396241319274586624581739,1,
6..49.82...23.1...9.4.6.1.38......96....37.......8....1.6...4...3.6.2...4........,613495827582371649974268153857124396261937584349586271126759438738642915495813762,1,
5.62..8.....4..6..8..71...4..5....7...9...25..........2.1.......7..89.4.....7.9..,546293817917458623832716594325861479169347258784925361291634785673589142458172936,1,
29.6....7....935....5.4..8.......64..4......252.7...9........73..83.9..4.3...2..6,291685437487293561365147289713928645849536712526714398952461873678359124134872956,1,
.4.91...6.....4....76.5349..67....1.3......6.51..69.78.9..3..8.85....1...........,245917836938624751176853492467382915389175264512469378694231587853746129721598643,1,
..38.....7..2.....2.........9.3..1.....97...55...1..3892..3..5.8.54....3.7..5..42,463891527751263489289547316692385174138974265547612938924738651815426793376159842,1,
2.9...6...64895...87.........27......9.......74.9.8..6..6..245..3.......4..3..9.7,259417638364895271871623594512764389698231745743958126986172453137549862425386917,1,
..6..5.82.3.8..4..2..76.........3..5..2.8........1..3........16..7.2.....85..1..4,746135982531892467298764153169243875372589641854617239923458716417326598685971324,1,
.........8.....1.7.......4..6.9.4.7.35..7.........69....84....9.31.85..64....1.35,217549683845632197693817542162954378359178264784326951528463719931785426476291835,1,
.....6..77..9.3....46.2.1....153.....2....3.9.752.46.1.....1....6..4......237....,213486597758913246946725138691538724824167359375294681439651872567842913182379465,1,
.5.......3....274..12.4.....4...........59...8.5.3.....8..24.9....3..4.12..5.7.38,458763219369182745712945863941876352637259184825431976183624597576398421294517638,1,
.15....3....3.124..6.2.8.......6.4.9.2.5..6...3..8..51...1..........5....81..4.9.,215946837879351246364278915158763429427519683936482751542197368693825174781634592,1,
8.3.96.2...2..49......8..13.........2..7..68969.1.2.74.................1..7.2...6,813596427572314968469287513734869152251743689698152374386471295925638741147925836,1,
7....4.1....126.9..............3...836..982..97....4.61..28.....8...9..4......7..,729854613834126597651973842412637958365498271978512436147285369583769124296341785,1,
1...48......1..3.8...37.......72.8.13.......2.....4..6....3...4.....628984..12.6.,153248697479165328628379415596723841384691572217584936962837154731456289845912763,1,
6...5..9393.8..1..4.....82.....4....15.......3.........8..63.5....5..48...14....9,628154793935872164417396825879641532152739648346285917784963251293517486561428379,1,
..84.7..37.468.2...16..5.8.2.37...........5.68..............1.7..5.....2..72..645,528417963794683251316925784253769418479831526861542379682354197945176832137298645,1,
.42..7...39................27.4.63....95..6..41..3.......7.2.41....93.6....1..59.,542317986391628475687945132275486319839571624416239758963752841154893267728164593,1,
...59....91..876....21.678.28.......75.....26.................4....42..8.79...15.,867594231913287645542136789281675493754319826396428517628951374135742968479863152,1,
...17..2........96.6..5.7.4..5....3....46....6...3.2.7.....7..114...2.79...6.....,984176523527843196361259784495721638273468915618935247852397461146582379739614852,1,
....4.9........7.......1.6...4..9...8.2......1..3.6..77.64....8....62.133..8..4..,563247981419638725287951364674589132832174659195326847756413298948762513321895476,1,
...1.84....6...........72..6.4.1......73.2.....196....9..2..68....4.371........34,759128463236549871418637259624715398597382146381964527943271685865493712172856934,1,
..8...1......6.8.....9.....4..3..2...93.26.51.5..4...9621.5..84..4........9..3.6.,268574193935261847147938526416395278793826451852147639621759384374682915589413762,1,
...5...37....938...8.17.6.5....1.58....2...9..1...67.3..6.8.1....87.........3....,124568937657493812389172645472319586863257491915846723236985174548721369791634258,1,
7625.9.....821.9...9..74....81.....54.56.1.................52.9..69.8..7....2.1..,762539841548216973193874526681792435435681792927453618374165289216948357859327164,1,
..34.16...7......4...785...........1.1.....9.....9..53.48......5.....379.9...61..,953421687872639514461785932739568421215347896684192753148973265526814379397256148,1,
..1.6.2.99....4...3..21....5.....813.....1.6.6...5..9...26.........9.4.....348...,841567239926834175357219648574926813239781564618453792492675381783192456165348927,1,
..2.8391.....1.6.3........77....8.2.86..391...1..5.....58........36.....97.......,642783915587912643391546287734168529865239174219457836458391762123675498976824351,1,
.....7..9..1......8........5..7.4.6...8....2.47...1..8.5..6..8.....1..47.2...85.1,235647819741895236869123475592784163318956724476231958157469382983512647624378591,1,
...........2.89..........9.7......6..687...39..96.185.....3...53.79...21.86.25...,891576342542389716673214598715893264468752139239641857924137685357968421186425973,1,
679...5.42..............97...67...9....48.3...3..9.8.6...5..6..76.9...2........58,679321584254879163318654972486713295592486317137295846821547639765938421943162758,1,
3.........64.1....8176.2...6....38.4..97...12.4..2..93.....8...7.3.......9..4....,325479168964815237817632945672193854539784612148526793451268379783951426296347581,1,
..6..4...9....2.75....18..659.4....1.815..42.76....9.8...19..........8.......6...,136754289948632175257918346592487631381569427764321958825193764679245813413876592,1,
52....9....3.94.26..6..53.....12..5.9.4....672....9.3.....4.........6......5.37..,527631984183794526496285371638127459914358267275469138751842693342976815869513742,1,
..95...6...58....9.6...4..2..8........618.....3.............2.1.5..324..94..6..83,389527164425816739167394852718643925296185347534279618673458291851932476942761583,1,
2.568......4......8.....13..264...5...1.5.4.....1.72......75.....28.3.4..582.....,235681974614739528897524136326498751781352469549167283463975812972813645158246397,1,
.8..6..5..73..548..6......73.....2.5..8....1361.........172..........13...5....64,982467351173295486564813927349681275258974613617352849431726598796548132825139764,1,
8......9.5...2.37..9736.........7...28.1....31.9.8.25...1..5.....5....8..2.....3.,832571496516924378497368125653247819284159763179683254761835942345792681928416537,1,
.3.87492......3......9..57......93.7...5..4......2..8.4..2.........3.745.83.....6,635874921729153864841962573268419357397586412154327689476295138912638745583741296,1,
....1...8.485.2.7.......3........812.3......52..6.5...7.....263......4...24.3.781,672413598348592176195768324456379812937281645281645937719854263863127459524936781,1,
3...91....2..4.3..1.6..2.4..59...2...1....4..2...5..3........6..34...8..8...691.4,347591628925648317186732549459813276713926485268457931591284763634175892872369154,1,
5.4...7386.....9......3..4..7...3..13.9.87...8.1..65..7.....15.1.....6..........4,514962738632874915987531246476253891359187462821496573743628159198345627265719384,1,
..9....6..35.29..8.248...7.4....3.9..927.8.53...5.......39..4....7..........6..8.,819475362735629148624831579456213897192748653378596214563987421287154936941362785,1,
...7.4..3......8..23.1..49.....98.......7.621......3..39..6...7....13....4......6,859724163461539872237186495613298754984375621725641389398462517576913248142857936,1,
..96...57....7.......58291.....96.....73......9.1..6.2....15..8....2.13...89...2.,489631257251479386376582914514296873627348591893157642932715468765824139148963725,1,
...4..3...269.......9.6..7......35.44.71...62.....9....1..5....675......9.3.2....,758412396126937458349568271892673514437185962561249837214356789675894123983721645,1,
...34..........518....68.9....62.14.4...5..8.........29..1....48..9..32.2.3....6.,589341276346297518172568493738629145421753689695814732967132854854976321213485967,1,
2.837..9...3..5.2...91..8...8.23......5......4...97...5....42..7...5.....9.7.....,258376194143985726679142853987231645325468917461597382536814279712659438894723561,1,
..769.3...9.....215......788..5.....7.39.65....2.1......1......3.5..9.........8.2,127698345498357621536142978864573219713926584952814736281765493345289167679431852,1,
.98....423....4..515.....8....2.5...........9..7..3.1...3.8..7..41..2....2...9...,698357142372814695154926783419265837536178429287493516963581274741632958825749361,1,
..72.....29.7......5.9.4...3.9..2.6..1....7..67.19.53..4.3..9..1.3.....6......4..,437281695291765348856934217389572164512643789674198532748326951123459876965817423,1,
..9......6.47......5..........4.35.......92.63.6..78...7...8..5...2...9.593...68.,289346157634751928157982463928463571745819236316527849472698315861235794593174682,1,
437.........83....2...1...4..6..1....8..2....5213......52.4..63.7.6.5....6..8...7,437952186615834792298716354946571238783429615521368479852147963374695821169283547,1,
2..17.....6.4..1........2...1.......74.36..8...6...........356.45..8..2...87.2..4,234176895569428137871539246315894672742365981986217453127943568453681729698752314,1,
..98......5..1........47.3..2.7...9.187......5...3...8.3819......5..4.272....3...,379825416452316879861947532623758194187469253594231768738192645915684327246573981,1,
.8........65.74.8.1.2....7....4.....4..18.2....1762...538..1.......5.....4....6..,784519326365274189192836574623495817479183265851762943538641792216957438947328651,1,
....7..156....3..48...1.2....63..7...13.2.6.8.......4....7.2.3....4...6.......8.2,942876315671253984835914276596348721413527698287691543158762439329485167764139852,1,
6.....91..15.....383.......26............932.....61.5...3.9.2.77..........85.3.61,672438915415926873839157642267385194581749326394261758153694287746812539928573461,1,
.2.79.35...5..2.6.9...4..7.5.......47....4.........6......63.4..32...9.8..4.8....,428796351375812469916345872563978124781624593249531687897163245632457918154289736,1,
......87...1...3.........9...3.8.6.....1...4.9.6..372..893.21....46.....6..7.49..,425931876891476352367825491543287619278169543916543728789352164154698237632714985,1,
..7............2..2....4..9561..2.7..2..5.4..4.97.......4..6..8.1.97...66...21...,197265834846397215235184769561842973723659481489713652974536128312978546658421397,1,
6..5.3...5..48.6..49.1...7......6.49........8...........1.3..8..5..41..6..98....5,612573894573489621498162573785216349126394758934758162241635987857941236369827415,1,
........365....42.9.....5.838....2...75.....9..6.7..3.4..7....6.6..258........9..,821564793657398421934217568389156247175432689246879135492781356763925814518643972,1,
..9......38....79...6.5831....2.....7...15......36.1...6753.....12...9..5...29...,149673582385142796276958314651294837723815469894367125967531248412786953538429671,1,
.....1.69..7.....341..53.7..5.1.963...6.7.5..7.8....4.............3.....3..4.5...,583721469627948153419653872254189637136274598798536241941867325865392714372415986,1,
18.....5..........532...8.6..5....32.9..13.6..46.9.5.1..92......51...4.98........,184639257967825143532174896715468932298513764346792581479256318651387429823941675,1,
..69.3.4.8..5..6.12.5...89.58..........1...8......91.2.42....6.1.8...3..3.......4,716983245894527631235614897581432976629175483473869152942351768158746329367298514,1,
.87..2....6..94.35..57....6..8..5.94.........25............6....34....5.89.2.3.4.,387562419162894735945731826678315294413927568259648371521476983734189652896253147,1,
2.1.....945..8.26...6...8...42...61......5........89.77.9..2..5........612....4..,281764539457983261396521874542397618978615342613248957769432185834159726125876493,1,
.4.2.......9......8514......6.5....2.....61..9..........87.265.5...1.8.97...9.2.1,643257918279138564851469327367581492482976135915324786198742653524613879736895241,1,
9...6..3.45.1.3....7.2....11..4......6.......3....7...5.2..647...6.7.......95.36.,921768534458193726673245981187429653269531847345687192532816479896374215714952368,1,
32.......1.4.8.....68..3.....92.4.18.......94.7..3.62..86..1...2.7.46......9.....,325417986194682573768593241659274318832165794471839625986751432217346859543928167,1,
.8..54....6938.1....1..65........6...9.....58..............8.7.45.9.....63..47..9,783154962569382147241796583375819624194263758826475391912638475457921836638547219,1,
948.......7.4.....3.2.98...68...7......9.......5.2.7.....8739....6...2..8.7.....4,948615372571432869362798145689157423723984651415326798254873916136549287897261534,1,
